"Accession.New","MouseGeneName","Description","Sample1","Sample2","Sample3","Sample4","Sample5","Accession.Number.ori","Accession.Number"
"P5CR3_MOUSE","Pycr3","Pyrroline-5-carboxylate reductase 3 OS=Mus musculus OX=10090 GN=Pycr3 PE=1 SV=2",5,0,0,3,4,"P5CR3_MOUSE","P5CR3_MOUSE"
"D3Z158_MOUSE","Qars","Glutamine--tRNA ligase OS=Mus musculus OX=10090 GN=Qars PE=1 SV=2",5,0,0,3,3,"D3Z158_MOUSE (+1)","D3Z158_MOUSE"
"SYIC_MOUSE","Iars","Isoleucine--tRNA ligase, cytoplasmic OS=Mus musculus OX=10090 GN=Iars PE=1 SV=2",4,2,0,3,4,"SYIC_MOUSE","SYIC_MOUSE"
"KAPCA_MOUSE","Prkaca","Isoform 2 of cAMP-dependent protein kinase catalytic subunit alpha OS=Mus musculus OX=10090 GN=Prkaca",3,2,0,4,4,"sp|P05132-2|KAPCA_MOUSE (+1)","KAPCA_MOUSE"
"API5_MOUSE","Api5","Apoptosis inhibitor 5 OS=Mus musculus OX=10090 GN=Api5 PE=1 SV=2",6,0,0,2,3,"API5_MOUSE","API5_MOUSE"
"FAAA_MOUSE","Fah","Fumarylacetoacetase OS=Mus musculus OX=10090 GN=Fah PE=1 SV=2",5,0,0,5,6,"FAAA_MOUSE","FAAA_MOUSE"
"INHBB_MOUSE","Inhbb","Inhibin beta B chain OS=Mus musculus OX=10090 GN=Inhbb PE=2 SV=4",6,0,0,4,3,"INHBB_MOUSE","INHBB_MOUSE"
"PURA1_MOUSE","Adssl1","Adenylosuccinate synthetase isozyme 1 OS=Mus musculus OX=10090 GN=Adssl1 PE=1 SV=2",2,0,0,2,0,"sp|P28650|PURA1_MOUSE","PURA1_MOUSE"
"G3BP1_MOUSE","G3bp1","Ras GTPase-activating protein-binding protein 1 OS=Mus musculus OX=10090 GN=G3bp1 PE=1 SV=1",3,2,0,4,0,"G3BP1_MOUSE","G3BP1_MOUSE"
"NPL_MOUSE","Npl","N-acetylneuraminate lyase OS=Mus musculus OX=10090 GN=Npl PE=1 SV=1",7,0,0,3,5,"NPL_MOUSE","NPL_MOUSE"
"D3YVL0_MOUSE","Mov10","Putative helicase MOV-10 OS=Mus musculus OX=10090 GN=Mov10 PE=1 SV=2",4,0,0,3,4,"D3YVL0_MOUSE (+3)","D3YVL0_MOUSE"
"A2AIM4_MOUSE","Tpm2","Tropomyosin beta chain OS=Mus musculus OX=10090 GN=Tpm2 PE=1 SV=1",4,3,2,2,3,"A2AIM4_MOUSE (+1)","A2AIM4_MOUSE"
"PTPA_MOUSE","Ptpa","Serine/threonine-protein phosphatase 2A activator OS=Mus musculus OX=10090 GN=Ptpa PE=1 SV=1",2,0,2,3,2,"PTPA_MOUSE","PTPA_MOUSE"
"LAMP2_MOUSE","Lamp2","Isoform LAMP-2B of Lysosome-associated membrane glycoprotein 2 OS=Mus musculus OX=10090 GN=Lamp2",2,3,2,2,3,"sp|P17047-2|LAMP2_MOUSE (+2)","LAMP2_MOUSE"
"FCL_MOUSE","Tsta3","GDP-L-fucose synthase OS=Mus musculus OX=10090 GN=Tsta3 PE=1 SV=3",2,0,2,0,2,"FCL_MOUSE","FCL_MOUSE"
"SUOX_MOUSE","Suox","Sulfite oxidase, mitochondrial OS=Mus musculus OX=10090 GN=Suox PE=1 SV=2",2,0,3,0,2,"SUOX_MOUSE","SUOX_MOUSE"
"NHRF1_MOUSE","Slc9a3r1","Na(+)/H(+) exchange regulatory cofactor NHE-RF1 OS=Mus musculus OX=10090 GN=Slc9a3r1 PE=1 SV=3",3,2,0,3,2,"NHRF1_MOUSE","NHRF1_MOUSE"
"AL1A3_MOUSE","Aldh1a3","Aldehyde dehydrogenase family 1 member A3 OS=Mus musculus OX=10090 GN=Aldh1a3 PE=1 SV=1",5,4,2,0,2,"AL1A3_MOUSE","AL1A3_MOUSE"
"D3Z536_MOUSE","Gm8225","Predicted gene 8225 OS=Mus musculus OX=10090 GN=Gm8225 PE=3 SV=1",0,0,0,0,2,"D3Z536_MOUSE","D3Z536_MOUSE"
"EIF3I_MOUSE","Eif3i","Eukaryotic translation initiation factor 3 subunit I OS=Mus musculus OX=10090 GN=Eif3i PE=1 SV=1",3,4,0,3,3,"EIF3I_MOUSE","EIF3I_MOUSE"
"DYL1_MOUSE","Dynll1","Dynein light chain 1, cytoplasmic OS=Mus musculus OX=10090 GN=Dynll1 PE=1 SV=1",0,2,0,2,2,"DYL1_MOUSE","DYL1_MOUSE"
"SNRPA_MOUSE","Snrpa","U1 small nuclear ribonucleoprotein A OS=Mus musculus OX=10090 GN=Snrpa PE=1 SV=3",2,0,0,2,3,"SNRPA_MOUSE","SNRPA_MOUSE"
"MTAP_MOUSE","Mtap","S-methyl-5'-thioadenosine phosphorylase OS=Mus musculus OX=10090 GN=Mtap PE=1 SV=1",0,0,0,4,3,"MTAP_MOUSE","MTAP_MOUSE"
"PCBP2_MOUSE","Pcbp2","Isoform 2 of Poly(rC)-binding protein 2 OS=Mus musculus OX=10090 GN=Pcbp2",0,3,0,3,2,"sp|Q61990-2|PCBP2_MOUSE (+2)","PCBP2_MOUSE"
"A0A0R4J058_MOUSE","Chid1","Chitinase domain-containing protein 1 OS=Mus musculus OX=10090 GN=Chid1 PE=1 SV=1",5,0,0,3,3,"A0A0R4J058_MOUSE (+3)","A0A0R4J058_MOUSE"
"HNRH1_MOUSE","Hnrnph1","Heterogeneous nuclear ribonucleoprotein H OS=Mus musculus OX=10090 GN=Hnrnph1 PE=1 SV=3",2,0,0,2,2,"HNRH1_MOUSE (+1)","HNRH1_MOUSE"
"NIT1_MOUSE","Nit1","Isoform 2 of Deaminated glutathione amidase OS=Mus musculus OX=10090 GN=Nit1",3,2,0,4,2,"sp|Q8VDK1-2|NIT1_MOUSE (+1)","NIT1_MOUSE"
"DHPR_MOUSE","Qdpr","Dihydropteridine reductase OS=Mus musculus OX=10090 GN=Qdpr PE=1 SV=2",0,0,0,3,4,"DHPR_MOUSE","DHPR_MOUSE"
"TOP1_MOUSE","Top1","DNA topoisomerase 1 OS=Mus musculus OX=10090 GN=Top1 PE=1 SV=2",2,2,0,3,3,"TOP1_MOUSE","TOP1_MOUSE"
"EIF3E_MOUSE","Eif3e","Eukaryotic translation initiation factor 3 subunit E OS=Mus musculus OX=10090 GN=Eif3e PE=1 SV=1",2,6,0,2,4,"EIF3E_MOUSE","EIF3E_MOUSE"
"TMOD3_MOUSE","Tmod3","Tropomodulin-3 OS=Mus musculus OX=10090 GN=Tmod3 PE=1 SV=1",5,0,2,3,2,"TMOD3_MOUSE","TMOD3_MOUSE"
"TRNT1_MOUSE","Trnt1","CCA tRNA nucleotidyltransferase 1, mitochondrial OS=Mus musculus OX=10090 GN=Trnt1 PE=1 SV=1",6,2,0,3,4,"sp|Q8K1J6|TRNT1_MOUSE","TRNT1_MOUSE"
"TTL12_MOUSE","Ttll12","Tubulin--tyrosine ligase-like protein 12 OS=Mus musculus OX=10090 GN=Ttll12 PE=1 SV=1",2,2,0,2,3,"TTL12_MOUSE","TTL12_MOUSE"
"PRS6B_MOUSE","Psmc4","26S proteasome regulatory subunit 6B OS=Mus musculus OX=10090 GN=Psmc4 PE=1 SV=2",2,3,0,0,2,"PRS6B_MOUSE","PRS6B_MOUSE"
"ATS2_MOUSE","Adamts2","A disintegrin and metalloproteinase with thrombospondin motifs 2 OS=Mus musculus OX=10090 GN=Adamts2 PE=1 SV=2",0,0,0,5,4,"ATS2_MOUSE","ATS2_MOUSE"
"FKB10_MOUSE","Fkbp10","Peptidyl-prolyl cis-trans isomerase FKBP10 OS=Mus musculus OX=10090 GN=Fkbp10 PE=1 SV=2",4,0,0,5,2,"FKB10_MOUSE","FKB10_MOUSE"
"EMIL1_MOUSE","Emilin1","EMILIN-1 OS=Mus musculus OX=10090 GN=Emilin1 PE=1 SV=1",3,0,0,7,6,"EMIL1_MOUSE","EMIL1_MOUSE"
"A2AJY2_MOUSE","Col15a1","Collagen alpha-1(XV) chain OS=Mus musculus OX=10090 GN=Col15a1 PE=1 SV=1",2,0,0,3,3,"A2AJY2_MOUSE (+1)","A2AJY2_MOUSE"
"BGLR_MOUSE","Gusb","Beta-glucuronidase OS=Mus musculus OX=10090 GN=Gusb PE=1 SV=2",4,4,3,2,2,"BGLR_MOUSE","BGLR_MOUSE"
"PDC10_MOUSE","Pdcd10","Programmed cell death protein 10 OS=Mus musculus OX=10090 GN=Pdcd10 PE=1 SV=1",3,4,2,2,2,"PDC10_MOUSE","PDC10_MOUSE"
"IST1_MOUSE","Ist1","IST1 homolog OS=Mus musculus OX=10090 GN=Ist1 PE=1 SV=1",3,3,0,4,2,"IST1_MOUSE","IST1_MOUSE"
"A0A0G2JGD2_MOUSE","S100a4","Protein S100-A4 (Fragment) OS=Mus musculus OX=10090 GN=S100a4 PE=1 SV=1",2,2,2,3,2,"A0A0G2JGD2_MOUSE (+1)","A0A0G2JGD2_MOUSE"
"F7DBB3_MOUSE","Ahnak2","AHNAK nucleoprotein 2 (Fragment) OS=Mus musculus OX=10090 GN=Ahnak2 PE=1 SV=1",4,0,2,3,0,"F7DBB3_MOUSE","F7DBB3_MOUSE"
"PUR4_MOUSE","Pfas","Phosphoribosylformylglycinamidine synthase OS=Mus musculus OX=10090 GN=Pfas PE=1 SV=1",5,3,2,2,0,"PUR4_MOUSE","PUR4_MOUSE"
"FKBP9_MOUSE","Fkbp9","Peptidyl-prolyl cis-trans isomerase FKBP9 OS=Mus musculus OX=10090 GN=Fkbp9 PE=1 SV=1",3,2,0,3,2,"FKBP9_MOUSE","FKBP9_MOUSE"
"PRS23_MOUSE","Prss23","Serine protease 23 OS=Mus musculus OX=10090 GN=Prss23 PE=2 SV=2",2,2,0,4,3,"PRS23_MOUSE","PRS23_MOUSE"
"PEA15_MOUSE","Pea15","Astrocytic phosphoprotein PEA-15 OS=Mus musculus OX=10090 GN=Pea15 PE=1 SV=1",2,0,0,0,4,"sp|Q62048|PEA15_MOUSE","PEA15_MOUSE"
"A2AUD5_MOUSE","Tpd52l2","Tumor protein D54 OS=Mus musculus OX=10090 GN=Tpd52l2 PE=1 SV=1",4,2,0,3,5,"A2AUD5_MOUSE (+2)","A2AUD5_MOUSE"
"H2AY_MOUSE","H2afy","Isoform 1 of Core histone macro-H2A.1 OS=Mus musculus OX=10090 GN=H2afy",2,0,0,4,4,"sp|Q9QZQ8-2|H2AY_MOUSE (+1)","H2AY_MOUSE"
"Q8BG13_MOUSE","Rbm3","RNA-binding protein 3 OS=Mus musculus OX=10090 GN=Rbm3 PE=1 SV=1",4,2,0,2,2,"Q8BG13_MOUSE (+1)","Q8BG13_MOUSE"
"PRRC1_MOUSE","Prrc1","Protein PRRC1 OS=Mus musculus OX=10090 GN=Prrc1 PE=1 SV=1",3,0,0,3,4,"PRRC1_MOUSE","PRRC1_MOUSE"
"TCP4_MOUSE","Sub1","Activated RNA polymerase II transcriptional coactivator p15 OS=Mus musculus OX=10090 GN=Sub1 PE=1 SV=3",2,2,0,2,4,"TCP4_MOUSE","TCP4_MOUSE"
"ACOC_MOUSE","Aco1","Cytoplasmic aconitate hydratase OS=Mus musculus OX=10090 GN=Aco1 PE=1 SV=3",3,2,0,0,4,"ACOC_MOUSE","ACOC_MOUSE"
"A0A0R4J097_MOUSE","Tgfbr3","Transforming growth factor beta receptor type 3 OS=Mus musculus OX=10090 GN=Tgfbr3 PE=1 SV=1",0,0,0,4,2,"A0A0R4J097_MOUSE","A0A0R4J097_MOUSE"
"EHD1_MOUSE","Ehd1","EH domain-containing protein 1 OS=Mus musculus OX=10090 GN=Ehd1 PE=1 SV=1",3,0,0,0,5,"EHD1_MOUSE","EHD1_MOUSE"
"TXD17_MOUSE","Txndc17","Thioredoxin domain-containing protein 17 OS=Mus musculus OX=10090 GN=Txndc17 PE=1 SV=1",3,3,3,4,3,"TXD17_MOUSE","TXD17_MOUSE"
"TXD12_MOUSE","Txndc12","Thioredoxin domain-containing protein 12 OS=Mus musculus OX=10090 GN=Txndc12 PE=1 SV=1",4,2,2,2,3,"TXD12_MOUSE","TXD12_MOUSE"
"LAP2A_MOUSE","Tmpo","Lamina-associated polypeptide 2, isoforms alpha/zeta OS=Mus musculus OX=10090 GN=Tmpo PE=1 SV=4",3,2,2,3,2,"sp|Q61033|LAP2A_MOUSE","LAP2A_MOUSE"
"GRPE1_MOUSE","Grpel1","GrpE protein homolog 1, mitochondrial OS=Mus musculus OX=10090 GN=Grpel1 PE=1 SV=1",3,3,2,3,2,"GRPE1_MOUSE","GRPE1_MOUSE"
"H10_MOUSE","H1f0","Histone H1.0 OS=Mus musculus OX=10090 GN=H1f0 PE=2 SV=4",3,2,3,3,3,"H10_MOUSE","H10_MOUSE"
"NTF2_MOUSE","Nutf2","Nuclear transport factor 2 OS=Mus musculus OX=10090 GN=Nutf2 PE=1 SV=1",3,2,0,2,2,"NTF2_MOUSE","NTF2_MOUSE"
"CCL7_MOUSE","Ccl7","C-C motif chemokine 7 OS=Mus musculus OX=10090 GN=Ccl7 PE=3 SV=1",3,2,0,3,2,"CCL7_MOUSE","CCL7_MOUSE"
"A0A0A6YW77_MOUSE","Lcn2","Neutrophil gelatinase-associated lipocalin (Fragment) OS=Mus musculus OX=10090 GN=Lcn2 PE=1 SV=1",2,2,2,0,3,"A0A0A6YW77_MOUSE (+1)","A0A0A6YW77_MOUSE"
"GMFB_MOUSE","Gmfb","Glia maturation factor beta OS=Mus musculus OX=10090 GN=Gmfb PE=1 SV=3",0,0,2,0,2,"GMFB_MOUSE","GMFB_MOUSE"
"PAK2_MOUSE","Pak2","Serine/threonine-protein kinase PAK 2 OS=Mus musculus OX=10090 GN=Pak2 PE=1 SV=1",2,2,0,2,2,"PAK2_MOUSE","PAK2_MOUSE"
"PZP_MOUSE","Pzp","Pregnancy zone protein OS=Mus musculus OX=10090 GN=Pzp PE=1 SV=3",2,2,2,2,0,"PZP_MOUSE","PZP_MOUSE"
"A0A0G2JH04_MOUSE","Eif4e","Eukaryotic translation initiation factor 4E OS=Mus musculus OX=10090 GN=Eif4e PE=1 SV=1",2,2,0,2,3,"A0A0G2JH04_MOUSE","A0A0G2JH04_MOUSE"
"INO1_MOUSE","Isyna1","Inositol-3-phosphate synthase 1 OS=Mus musculus OX=10090 GN=Isyna1 PE=1 SV=1",2,0,0,2,6,"INO1_MOUSE","INO1_MOUSE"
"LRC59_MOUSE","Lrrc59","Leucine-rich repeat-containing protein 59 OS=Mus musculus OX=10090 GN=Lrrc59 PE=1 SV=1",2,0,2,3,2,"LRC59_MOUSE","LRC59_MOUSE"
"IBP4_MOUSE","Igfbp4","Insulin-like growth factor-binding protein 4 OS=Mus musculus OX=10090 GN=Igfbp4 PE=1 SV=2",2,0,4,2,4,"IBP4_MOUSE","IBP4_MOUSE"
"FUS_MOUSE","Fus","RNA-binding protein FUS OS=Mus musculus OX=10090 GN=Fus PE=1 SV=1",2,0,0,0,2,"FUS_MOUSE (+1)","FUS_MOUSE"
"TBB4B_MOUSE","Tubb4b","Tubulin beta-4B chain OS=Mus musculus OX=10090 GN=Tubb4b PE=1 SV=1",3,2,0,3,2,"TBB4B_MOUSE","TBB4B_MOUSE"
"UGDH_MOUSE","Ugdh","UDP-glucose 6-dehydrogenase OS=Mus musculus OX=10090 GN=Ugdh PE=1 SV=1",4,3,0,3,3,"UGDH_MOUSE","UGDH_MOUSE"
"EIF2A_MOUSE","Eif2a","Eukaryotic translation initiation factor 2A OS=Mus musculus OX=10090 GN=Eif2a PE=1 SV=2",3,3,0,3,4,"sp|Q8BJW6|EIF2A_MOUSE","EIF2A_MOUSE"
"Q6NXL1_MOUSE","Sec24d","Sec24-related gene family, member D (S. cerevisiae) OS=Mus musculus OX=10090 GN=Sec24d PE=1 SV=1",0,2,0,2,3,"Q6NXL1_MOUSE","Q6NXL1_MOUSE"
"LMAN1_MOUSE","Lman1","Protein ERGIC-53 OS=Mus musculus OX=10090 GN=Lman1 PE=1 SV=1",3,0,0,2,2,"LMAN1_MOUSE","LMAN1_MOUSE"
"PCP_MOUSE","Prcp","Lysosomal Pro-X carboxypeptidase OS=Mus musculus OX=10090 GN=Prcp PE=1 SV=2",3,0,0,4,0,"sp|Q7TMR0|PCP_MOUSE","PCP_MOUSE"
"AGO2_MOUSE","Ago2","Protein argonaute-2 OS=Mus musculus OX=10090 GN=Ago2 PE=1 SV=3",5,3,0,0,3,"AGO2_MOUSE","AGO2_MOUSE"
"RUVB1_MOUSE","Ruvbl1","RuvB-like 1 OS=Mus musculus OX=10090 GN=Ruvbl1 PE=1 SV=1",4,3,0,0,3,"RUVB1_MOUSE","RUVB1_MOUSE"
"GRP75_MOUSE","Hspa9","Stress-70 protein, mitochondrial OS=Mus musculus OX=10090 GN=Hspa9 PE=1 SV=3",0,4,0,0,2,"GRP75_MOUSE","GRP75_MOUSE"
"CSPG2_MOUSE","Vcan","Versican core protein OS=Mus musculus OX=10090 GN=Vcan PE=1 SV=2",3,0,0,3,3,"sp|Q62059|CSPG2_MOUSE","CSPG2_MOUSE"
"IDI1_MOUSE","Idi1","Isopentenyl-diphosphate Delta-isomerase 1 OS=Mus musculus OX=10090 GN=Idi1 PE=1 SV=1",3,2,3,2,3,"IDI1_MOUSE","IDI1_MOUSE"
"C1QC_MOUSE","C1qc","Complement C1q subcomponent subunit C OS=Mus musculus OX=10090 GN=C1qc PE=1 SV=2",4,3,2,3,3,"C1QC_MOUSE","C1QC_MOUSE"
"ATOX1_MOUSE","Atox1","Copper transport protein ATOX1 OS=Mus musculus OX=10090 GN=Atox1 PE=1 SV=1",4,2,3,3,2,"ATOX1_MOUSE","ATOX1_MOUSE"
"A0A0G2JDW7_MOUSE","Rps27","40S ribosomal protein S27 (Fragment) OS=Mus musculus OX=10090 GN=Rps27 PE=1 SV=1",4,2,2,2,2,"A0A0G2JDW7_MOUSE (+1)","A0A0G2JDW7_MOUSE"
"SMD2_MOUSE","Snrpd2","Small nuclear ribonucleoprotein Sm D2 OS=Mus musculus OX=10090 GN=Snrpd2 PE=1 SV=1",2,2,0,2,3,"SMD2_MOUSE","SMD2_MOUSE"
"BASP1_MOUSE","Basp1","Brain acid soluble protein 1 OS=Mus musculus OX=10090 GN=Basp1 PE=1 SV=3",4,3,0,3,2,"BASP1_MOUSE","BASP1_MOUSE"
"RABP2_MOUSE","Crabp2","Cellular retinoic acid-binding protein 2 OS=Mus musculus OX=10090 GN=Crabp2 PE=2 SV=2",0,0,0,2,0,"RABP2_MOUSE","RABP2_MOUSE"
"D3Z512_MOUSE","Dnase2a","Deoxyribonuclease II alpha OS=Mus musculus OX=10090 GN=Dnase2a PE=1 SV=1",3,2,0,2,2,"D3Z512_MOUSE (+1)","D3Z512_MOUSE"
"PSMD9_MOUSE","Psmd9","26S proteasome non-ATPase regulatory subunit 9 OS=Mus musculus OX=10090 GN=Psmd9 PE=1 SV=1",2,4,0,2,3,"PSMD9_MOUSE","PSMD9_MOUSE"
"RBBP9_MOUSE","Rbbp9","Putative hydrolase RBBP9 OS=Mus musculus OX=10090 GN=Rbbp9 PE=1 SV=2",3,2,0,2,3,"RBBP9_MOUSE","RBBP9_MOUSE"
"HNRPM_MOUSE","Hnrnpm","Isoform 2 of Heterogeneous nuclear ribonucleoprotein M OS=Mus musculus OX=10090 GN=Hnrnpm",0,0,0,3,2,"sp|Q9D0E1-2|HNRPM_MOUSE (+1)","HNRPM_MOUSE"
"RL35A_MOUSE","Rpl35a","60S ribosomal protein L35a OS=Mus musculus OX=10090 GN=Rpl35a PE=1 SV=2",0,2,0,2,0,"RL35A_MOUSE","RL35A_MOUSE"
"E9Q4F4_MOUSE","Snrpe","Small nuclear ribonucleoprotein E OS=Mus musculus OX=10090 GN=Snrpe PE=1 SV=1",0,0,0,2,0,"E9Q4F4_MOUSE (+1)","E9Q4F4_MOUSE"
"IGKC_MOUSE","Igkc","Immunoglobulin kappa constant OS=Mus musculus OX=10090 GN=Igkc PE=1 SV=2",3,0,3,2,0,"IGKC_MOUSE","IGKC_MOUSE"
"MMP9_MOUSE","Mmp9","Matrix metalloproteinase-9 OS=Mus musculus OX=10090 GN=Mmp9 PE=1 SV=2",5,0,0,5,0,"MMP9_MOUSE","MMP9_MOUSE"
"CRK_MOUSE","Crk","Adapter molecule crk OS=Mus musculus OX=10090 GN=Crk PE=1 SV=1",2,0,2,3,5,"sp|Q64010|CRK_MOUSE","CRK_MOUSE"
"OLA1_MOUSE","Ola1","Obg-like ATPase 1 OS=Mus musculus OX=10090 GN=Ola1 PE=1 SV=1",3,2,0,4,4,"sp|Q9CZ30|OLA1_MOUSE","OLA1_MOUSE"
"A0A1L1SRE8_MOUSE","Ldlr","Low-density lipoprotein receptor OS=Mus musculus OX=10090 GN=Ldlr PE=1 SV=1",4,0,2,4,3,"A0A1L1SRE8_MOUSE (+1)","A0A1L1SRE8_MOUSE"
"RL5_MOUSE","Rpl5","60S ribosomal protein L5 OS=Mus musculus OX=10090 GN=Rpl5 PE=1 SV=3",2,0,0,0,4,"RL5_MOUSE","RL5_MOUSE"
"DDX3Y_MOUSE","Ddx3y","ATP-dependent RNA helicase DDX3Y OS=Mus musculus OX=10090 GN=Ddx3y PE=1 SV=2",2,0,0,3,4,"DDX3Y_MOUSE","DDX3Y_MOUSE"
"ANXA4_MOUSE","Anxa4","Annexin A4 OS=Mus musculus OX=10090 GN=Anxa4 PE=1 SV=4",3,0,0,2,4,"ANXA4_MOUSE","ANXA4_MOUSE"
"E9Q6A9_MOUSE","Ctnnb1","Catenin beta-1 OS=Mus musculus OX=10090 GN=Ctnnb1 PE=1 SV=1",0,2,0,2,2,"E9Q6A9_MOUSE","E9Q6A9_MOUSE"
"MINP1_MOUSE","Minpp1","Multiple inositol polyphosphate phosphatase 1 OS=Mus musculus OX=10090 GN=Minpp1 PE=1 SV=3",3,0,0,5,4,"MINP1_MOUSE","MINP1_MOUSE"
"PSMD7_MOUSE","Psmd7","26S proteasome non-ATPase regulatory subunit 7 OS=Mus musculus OX=10090 GN=Psmd7 PE=1 SV=2",5,0,0,4,5,"PSMD7_MOUSE","PSMD7_MOUSE"
"IFI5B_MOUSE","Mnda","Interferon-activable protein 205-B OS=Mus musculus OX=10090 GN=Mnda PE=1 SV=1",2,0,0,0,0,"sp|P0DOV1|IFI5B_MOUSE","IFI5B_MOUSE"
"EPCR_MOUSE","Procr","Endothelial protein C receptor OS=Mus musculus OX=10090 GN=Procr PE=1 SV=3",0,0,0,2,0,"EPCR_MOUSE","EPCR_MOUSE"
"DCTN1_MOUSE","Dctn1","Isoform 2 of Dynactin subunit 1 OS=Mus musculus OX=10090 GN=Dctn1",2,0,0,2,0,"sp|O08788-2|DCTN1_MOUSE (+1)","DCTN1_MOUSE"
"ASSY_MOUSE","Ass1","Argininosuccinate synthase OS=Mus musculus OX=10090 GN=Ass1 PE=1 SV=1",4,0,0,2,3,"ASSY_MOUSE","ASSY_MOUSE"
"A0A0B4J1E7_MOUSE","Kpna4","Importin subunit alpha-3 OS=Mus musculus OX=10090 GN=Kpna4 PE=1 SV=1",0,2,0,3,3,"A0A0B4J1E7_MOUSE","A0A0B4J1E7_MOUSE"
"ILF2_MOUSE","Ilf2","Interleukin enhancer-binding factor 2 OS=Mus musculus OX=10090 GN=Ilf2 PE=1 SV=1",3,0,0,6,5,"ILF2_MOUSE","ILF2_MOUSE"
"LTBP1_MOUSE","Ltbp1","Latent-transforming growth factor beta-binding protein 1 OS=Mus musculus OX=10090 GN=Ltbp1 PE=1 SV=2",2,0,0,3,2,"sp|Q8CG19|LTBP1_MOUSE","LTBP1_MOUSE"
"PUR2_MOUSE","Gart","Trifunctional purine biosynthetic protein adenosine-3 OS=Mus musculus OX=10090 GN=Gart PE=1 SV=3",4,0,0,0,2,"sp|Q64737|PUR2_MOUSE","PUR2_MOUSE"
"A0A087WPL5_MOUSE","Dhx9","ATP-dependent RNA helicase A OS=Mus musculus OX=10090 GN=Dhx9 PE=1 SV=1",3,0,0,3,5,"A0A087WPL5_MOUSE (+1)","A0A087WPL5_MOUSE"
"PPT1_MOUSE","Ppt1","Palmitoyl-protein thioesterase 1 OS=Mus musculus OX=10090 GN=Ppt1 PE=1 SV=2",4,2,2,2,3,"PPT1_MOUSE","PPT1_MOUSE"
"KPYM_MOUSE","Pkm","Isoform M1 of Pyruvate kinase PKM OS=Mus musculus OX=10090 GN=Pkm",2,3,2,3,2,"sp|P52480-2|KPYM_MOUSE","KPYM_MOUSE"
"ELOB_MOUSE","Elob","Elongin-B OS=Mus musculus OX=10090 GN=Elob PE=1 SV=1",3,2,2,3,2,"ELOB_MOUSE","ELOB_MOUSE"
"STX12_MOUSE","Stx12","Syntaxin-12 OS=Mus musculus OX=10090 GN=Stx12 PE=1 SV=1",3,3,0,3,3,"STX12_MOUSE","STX12_MOUSE"
"UPP1_MOUSE","Upp1","Uridine phosphorylase 1 OS=Mus musculus OX=10090 GN=Upp1 PE=1 SV=2",3,0,0,0,4,"UPP1_MOUSE","UPP1_MOUSE"
"DNJC8_MOUSE","Dnajc8","DnaJ homolog subfamily C member 8 OS=Mus musculus OX=10090 GN=Dnajc8 PE=1 SV=2",0,3,0,2,2,"DNJC8_MOUSE","DNJC8_MOUSE"
"EWS_MOUSE","Ewsr1","RNA-binding protein EWS OS=Mus musculus OX=10090 GN=Ewsr1 PE=1 SV=2",4,2,0,3,3,"EWS_MOUSE (+2)","EWS_MOUSE"
"BCAM_MOUSE","Bcam","Basal cell adhesion molecule OS=Mus musculus OX=10090 GN=Bcam PE=1 SV=1",4,2,0,2,3,"BCAM_MOUSE","BCAM_MOUSE"
"A0A1L1SVK0_MOUSE","Pafah1b2","Platelet-activating factor acetylhydrolase IB subunit beta (Fragment) OS=Mus musculus OX=10090 GN=Pafah1b2 PE=1 SV=1",2,0,0,3,3,"A0A1L1SVK0_MOUSE (+1)","A0A1L1SVK0_MOUSE"
"NAA50_MOUSE","Naa50","Isoform 4 of N-alpha-acetyltransferase 50 OS=Mus musculus OX=10090 GN=Naa50",0,0,0,4,3,"sp|Q6PGB6-4|NAA50_MOUSE","NAA50_MOUSE"
"GALM_MOUSE","Galm","Aldose 1-epimerase OS=Mus musculus OX=10090 GN=Galm PE=1 SV=1",2,2,2,0,4,"GALM_MOUSE","GALM_MOUSE"
"A0A087WNT1_MOUSE","Eloc","Elongin-C OS=Mus musculus OX=10090 GN=Eloc PE=1 SV=1",0,2,0,6,4,"A0A087WNT1_MOUSE (+2)","A0A087WNT1_MOUSE"
"RLA2_MOUSE","Rplp2","60S acidic ribosomal protein P2 OS=Mus musculus OX=10090 GN=Rplp2 PE=1 SV=3",2,5,0,3,0,"RLA2_MOUSE","RLA2_MOUSE"
"CBR1_MOUSE","Cbr1","Carbonyl reductase [NADPH] 1 OS=Mus musculus OX=10090 GN=Cbr1 PE=1 SV=3",3,0,2,3,4,"CBR1_MOUSE","CBR1_MOUSE"
"SMOC2_MOUSE","Smoc2","SPARC-related modular calcium-binding protein 2 OS=Mus musculus OX=10090 GN=Smoc2 PE=1 SV=1",0,0,2,2,0,"SMOC2_MOUSE","SMOC2_MOUSE"
"RTRAF_MOUSE","RTRAF","RNA transcription, translation and transport factor protein OS=Mus musculus OX=10090 GN=RTRAF PE=1 SV=1",0,0,0,4,4,"RTRAF_MOUSE","RTRAF_MOUSE"
"MRP_MOUSE","Marcksl1","MARCKS-related protein OS=Mus musculus OX=10090 GN=Marcksl1 PE=1 SV=2",2,0,0,2,2,"MRP_MOUSE","MRP_MOUSE"
"NEDD4_MOUSE","Nedd4","E3 ubiquitin-protein ligase NEDD4 OS=Mus musculus OX=10090 GN=Nedd4 PE=1 SV=3",2,2,2,2,0,"NEDD4_MOUSE","NEDD4_MOUSE"
