"MouseGeneName","Accession.New.x","Description.x","Sample1.x","Sample2.x","Sample3.x","Sample4.x","Sample5.x","Accession.Number.ori.x","Accession.Number.x","ProteinID.x","Accession.New.y","Description.y","Sample1.y","Sample2.y","Sample3.y","Sample4.y","Sample5.y","Accession.Number.ori.y","Accession.Number.y","ProteinID.y","HumanGeneName"
"Manba","A0A0R4J092_MOUSE","Beta-mannosidase OS=Mus musculus OX=10090 GN=Manba PE=1 SV=1",9,5,3,8,11,"A0A0R4J092_MOUSE","A0A0R4J092_MOUSE","A0A0R4J092","A0A0R4J092_MOUSE","Beta-mannosidase OS=Mus musculus OX=10090 GN=Manba PE=1 SV=1",9,5,3,8,11,"A0A0R4J092_MOUSE","A0A0R4J092_MOUSE","A0A0R4J092","MANBA"
"Manf","Q3TMX5_MOUSE","Arginine-rich, mutated in early stage tumors, isoform CRA_b OS=Mus musculus OX=10090 GN=Manf PE=1 SV=1",11,10,6,10,8,"Q3TMX5_MOUSE (+1)","Q3TMX5_MOUSE","Q3TMX5","Q3TMX5_MOUSE","Arginine-rich, mutated in early stage tumors, isoform CRA_b OS=Mus musculus OX=10090 GN=Manf PE=1 SV=1",11,10,6,10,8,"Q3TMX5_MOUSE (+1)","Q3TMX5_MOUSE","Q3TMX5","MANF"
"Map4","MAP4_MOUSE","Isoform 2 of Microtubule-associated protein 4 OS=Mus musculus OX=10090 GN=Map4",19,16,5,12,12,"sp|P27546-2|MAP4_MOUSE (+1)","MAP4_MOUSE","P27546","MAP4_MOUSE","Isoform 2 of Microtubule-associated protein 4 OS=Mus musculus OX=10090 GN=Map4",19,16,5,12,12,"sp|P27546-2|MAP4_MOUSE (+1)","MAP4_MOUSE","P27546","MAP4"
"Mapk1","MK01_MOUSE","Mitogen-activated protein kinase 1 OS=Mus musculus OX=10090 GN=Mapk1 PE=1 SV=3",8,7,3,10,7,"MK01_MOUSE","MK01_MOUSE","P63085","MK01_MOUSE","Mitogen-activated protein kinase 1 OS=Mus musculus OX=10090 GN=Mapk1 PE=1 SV=3",8,7,3,10,7,"MK01_MOUSE","MK01_MOUSE","P63085","MAPK1"
"Mapre1","MARE1_MOUSE","Microtubule-associated protein RP/EB family member 1 OS=Mus musculus OX=10090 GN=Mapre1 PE=1 SV=3",5,6,2,5,5,"MARE1_MOUSE","MARE1_MOUSE","Q61166","MARE1_MOUSE","Microtubule-associated protein RP/EB family member 1 OS=Mus musculus OX=10090 GN=Mapre1 PE=1 SV=3",5,6,2,5,5,"MARE1_MOUSE","MARE1_MOUSE","Q61166","MAPRE1"
"Marcks","MARCS_MOUSE","Myristoylated alanine-rich C-kinase substrate OS=Mus musculus OX=10090 GN=Marcks PE=1 SV=2",6,3,3,4,4,"MARCS_MOUSE","MARCS_MOUSE","P26645","MARCS_MOUSE","Myristoylated alanine-rich C-kinase substrate OS=Mus musculus OX=10090 GN=Marcks PE=1 SV=2",6,3,3,4,4,"MARCS_MOUSE","MARCS_MOUSE","P26645","MARCKS"
"Masp1","MASP1_MOUSE","Isoform 2 of Mannan-binding lectin serine protease 1 OS=Mus musculus OX=10090 GN=Masp1",10,7,9,16,14,"sp|P98064-2|MASP1_MOUSE","MASP1_MOUSE","P98064","MASP1_MOUSE","Isoform 2 of Mannan-binding lectin serine protease 1 OS=Mus musculus OX=10090 GN=Masp1",10,7,9,16,14,"sp|P98064-2|MASP1_MOUSE","MASP1_MOUSE","P98064","MASP1"
"Mdh1","MDHC_MOUSE","Malate dehydrogenase, cytoplasmic OS=Mus musculus OX=10090 GN=Mdh1 PE=1 SV=3",11,10,11,10,12,"MDHC_MOUSE","MDHC_MOUSE","P14152","MDHC_MOUSE","Malate dehydrogenase, cytoplasmic OS=Mus musculus OX=10090 GN=Mdh1 PE=1 SV=3",11,10,11,10,12,"MDHC_MOUSE","MDHC_MOUSE","P14152","MDH1"
"Mdh2","MDHM_MOUSE","Malate dehydrogenase, mitochondrial OS=Mus musculus OX=10090 GN=Mdh2 PE=1 SV=3",15,15,15,15,15,"MDHM_MOUSE","MDHM_MOUSE","P08249","MDHM_MOUSE","Malate dehydrogenase, mitochondrial OS=Mus musculus OX=10090 GN=Mdh2 PE=1 SV=3",15,15,15,15,15,"MDHM_MOUSE","MDHM_MOUSE","P08249","MDH2"
"Me1","MAOX_MOUSE","NADP-dependent malic enzyme OS=Mus musculus OX=10090 GN=Me1 PE=1 SV=2",16,13,8,20,20,"MAOX_MOUSE","MAOX_MOUSE","P06801","MAOX_MOUSE","NADP-dependent malic enzyme OS=Mus musculus OX=10090 GN=Me1 PE=1 SV=2",16,13,8,20,20,"MAOX_MOUSE","MAOX_MOUSE","P06801","ME1"
"Mesd","MESD_MOUSE","LRP chaperone MESD OS=Mus musculus OX=10090 GN=Mesd PE=1 SV=1",2,2,2,4,4,"MESD_MOUSE","MESD_MOUSE","Q9ERE7","MESD_MOUSE","LRP chaperone MESD OS=Mus musculus OX=10090 GN=Mesd PE=1 SV=1",2,2,2,4,4,"MESD_MOUSE","MESD_MOUSE","Q9ERE7","MESD"
"Metrnl","A2AAV6_MOUSE","Meteorin-like protein (Fragment) OS=Mus musculus OX=10090 GN=Metrnl PE=1 SV=1",3,3,2,4,0,"A2AAV6_MOUSE (+1)","A2AAV6_MOUSE","A2AAV6","A2AAV6_MOUSE","Meteorin-like protein (Fragment) OS=Mus musculus OX=10090 GN=Metrnl PE=1 SV=1",3,3,2,4,0,"A2AAV6_MOUSE (+1)","A2AAV6_MOUSE","A2AAV6","METRNL"
"Mfge8","MFGM_MOUSE","Isoform 2 of Lactadherin OS=Mus musculus OX=10090 GN=Mfge8",4,2,2,2,5,"sp|P21956-2|MFGM_MOUSE (+1)","MFGM_MOUSE","P21956","MFGM_MOUSE","Isoform 2 of Lactadherin OS=Mus musculus OX=10090 GN=Mfge8",4,2,2,2,5,"sp|P21956-2|MFGM_MOUSE (+1)","MFGM_MOUSE","P21956","MFGE8"
"Mif","MIF_MOUSE","Macrophage migration inhibitory factor OS=Mus musculus OX=10090 GN=Mif PE=1 SV=2",2,2,2,2,3,"MIF_MOUSE","MIF_MOUSE","P34884","MIF_MOUSE","Macrophage migration inhibitory factor OS=Mus musculus OX=10090 GN=Mif PE=1 SV=2",2,2,2,2,3,"MIF_MOUSE","MIF_MOUSE","P34884","MIF"
"Mmp12","MMP12_MOUSE","Macrophage metalloelastase OS=Mus musculus OX=10090 GN=Mmp12 PE=1 SV=3",9,7,10,9,8,"MMP12_MOUSE (+1)","MMP12_MOUSE","P34960","MMP12_MOUSE","Macrophage metalloelastase OS=Mus musculus OX=10090 GN=Mmp12 PE=1 SV=3",9,7,10,9,8,"MMP12_MOUSE (+1)","MMP12_MOUSE","P34960","MMP12"
"Mmp2","MMP2_MOUSE","72 kDa type IV collagenase OS=Mus musculus OX=10090 GN=Mmp2 PE=1 SV=1",15,12,8,21,16,"sp|P33434|MMP2_MOUSE","MMP2_MOUSE","P33434","MMP2_MOUSE","72 kDa type IV collagenase OS=Mus musculus OX=10090 GN=Mmp2 PE=1 SV=1",15,12,8,21,16,"sp|P33434|MMP2_MOUSE","MMP2_MOUSE","P33434","MMP2"
"Msln","MSLN_MOUSE","Mesothelin OS=Mus musculus OX=10090 GN=Msln PE=1 SV=1",7,3,0,4,7,"MSLN_MOUSE","MSLN_MOUSE","Q61468","MSLN_MOUSE","Mesothelin OS=Mus musculus OX=10090 GN=Msln PE=1 SV=1",7,3,0,4,7,"MSLN_MOUSE","MSLN_MOUSE","Q61468","MSLN"
"Msn","MOES_MOUSE","Moesin OS=Mus musculus OX=10090 GN=Msn PE=1 SV=3",41,37,32,36,39,"MOES_MOUSE","MOES_MOUSE","P26041","MOES_MOUSE","Moesin OS=Mus musculus OX=10090 GN=Msn PE=1 SV=3",41,37,32,36,39,"MOES_MOUSE","MOES_MOUSE","P26041","MSN"
"Mtpn","MTPN_MOUSE","Myotrophin OS=Mus musculus OX=10090 GN=Mtpn PE=1 SV=2",3,4,2,5,5,"MTPN_MOUSE","MTPN_MOUSE","P62774","MTPN_MOUSE","Myotrophin OS=Mus musculus OX=10090 GN=Mtpn PE=1 SV=2",3,4,2,5,5,"MTPN_MOUSE","MTPN_MOUSE","P62774","MTPN"
"Mydgf","MYDGF_MOUSE","Myeloid-derived growth factor OS=Mus musculus OX=10090 GN=Mydgf PE=1 SV=1",4,5,4,5,5,"MYDGF_MOUSE","MYDGF_MOUSE","Q9CPT4","MYDGF_MOUSE","Myeloid-derived growth factor OS=Mus musculus OX=10090 GN=Mydgf PE=1 SV=1",4,5,4,5,5,"MYDGF_MOUSE","MYDGF_MOUSE","Q9CPT4","MYDGF"
"Myh9","MYH9_MOUSE","Myosin-9 OS=Mus musculus OX=10090 GN=Myh9 PE=1 SV=4",61,48,43,72,64,"MYH9_MOUSE","MYH9_MOUSE","Q8VDD5","MYH9_MOUSE","Myosin-9 OS=Mus musculus OX=10090 GN=Myh9 PE=1 SV=4",61,48,43,72,64,"MYH9_MOUSE","MYH9_MOUSE","Q8VDD5","MYH9"
"Myl12a","Q6ZWQ9_MOUSE","MCG5400 OS=Mus musculus OX=10090 GN=Myl12a PE=1 SV=1",8,7,7,8,7,"Q6ZWQ9_MOUSE","Q6ZWQ9_MOUSE","Q6ZWQ9","Q6ZWQ9_MOUSE","MCG5400 OS=Mus musculus OX=10090 GN=Myl12a PE=1 SV=1",8,7,7,8,7,"Q6ZWQ9_MOUSE","Q6ZWQ9_MOUSE","Q6ZWQ9","MYL12A"
"Myl6","A0A1W2P6F6_MOUSE","Myosin light polypeptide 6 OS=Mus musculus OX=10090 GN=Myl6 PE=1 SV=1",9,8,7,9,8,"A0A1W2P6F6_MOUSE (+3)","A0A1W2P6F6_MOUSE","A0A1W2P6F6","A0A1W2P6F6_MOUSE","Myosin light polypeptide 6 OS=Mus musculus OX=10090 GN=Myl6 PE=1 SV=1",9,8,7,9,8,"A0A1W2P6F6_MOUSE (+3)","A0A1W2P6F6_MOUSE","A0A1W2P6F6","MYL6"
"Naca","NACAM_MOUSE","Nascent polypeptide-associated complex subunit alpha, muscle-specific form OS=Mus musculus OX=10090 GN=Naca PE=1 SV=2",3,4,0,4,3,"NACAM_MOUSE","NACAM_MOUSE","P70670","NACAM_MOUSE","Nascent polypeptide-associated complex subunit alpha, muscle-specific form OS=Mus musculus OX=10090 GN=Naca PE=1 SV=2",3,4,0,4,3,"NACAM_MOUSE","NACAM_MOUSE","P70670","NACA"
"Naglu","O88325_MOUSE","Alpha-N-acetylglucosaminidase OS=Mus musculus OX=10090 GN=Naglu PE=1 SV=1",10,6,3,10,10,"O88325_MOUSE","O88325_MOUSE","O88325","O88325_MOUSE","Alpha-N-acetylglucosaminidase OS=Mus musculus OX=10090 GN=Naglu PE=1 SV=1",10,6,3,10,10,"O88325_MOUSE","O88325_MOUSE","O88325","NAGLU"
"Nampt","NAMPT_MOUSE","Nicotinamide phosphoribosyltransferase OS=Mus musculus OX=10090 GN=Nampt PE=1 SV=1",21,17,14,18,18,"NAMPT_MOUSE","NAMPT_MOUSE","Q99KQ4","NAMPT_MOUSE","Nicotinamide phosphoribosyltransferase OS=Mus musculus OX=10090 GN=Nampt PE=1 SV=1",21,17,14,18,18,"NAMPT_MOUSE","NAMPT_MOUSE","Q99KQ4","NAMPT"
"Nans","SIAS_MOUSE","Sialic acid synthase OS=Mus musculus OX=10090 GN=Nans PE=1 SV=1",3,3,0,2,2,"SIAS_MOUSE","SIAS_MOUSE","Q99J77","SIAS_MOUSE","Sialic acid synthase OS=Mus musculus OX=10090 GN=Nans PE=1 SV=1",3,3,0,2,2,"SIAS_MOUSE","SIAS_MOUSE","Q99J77","NANS"
"Nap1l1","NP1L1_MOUSE","Nucleosome assembly protein 1-like 1 OS=Mus musculus OX=10090 GN=Nap1l1 PE=1 SV=1",2,3,2,0,3,"E9PW66_MOUSE (+3)","E9PW66_MOUSE","P28656","NP1L1_MOUSE","Nucleosome assembly protein 1-like 1 OS=Mus musculus OX=10090 GN=Nap1l1 PE=1 SV=1",2,3,2,0,3,"E9PW66_MOUSE (+3)","E9PW66_MOUSE","P28656","NAP1L1"
"Napa","SNAA_MOUSE","Alpha-soluble NSF attachment protein OS=Mus musculus OX=10090 GN=Napa PE=1 SV=1",5,7,0,9,6,"SNAA_MOUSE","SNAA_MOUSE","Q9DB05","SNAA_MOUSE","Alpha-soluble NSF attachment protein OS=Mus musculus OX=10090 GN=Napa PE=1 SV=1",5,7,0,9,6,"SNAA_MOUSE","SNAA_MOUSE","Q9DB05","NAPA"
"Nars","SYNC_MOUSE","Asparagine--tRNA ligase, cytoplasmic OS=Mus musculus OX=10090 GN=Nars PE=1 SV=2",11,7,3,10,8,"SYNC_MOUSE","SYNC_MOUSE","Q8BP47","SYNC_MOUSE","Asparagine--tRNA ligase, cytoplasmic OS=Mus musculus OX=10090 GN=Nars PE=1 SV=2",11,7,3,10,8,"SYNC_MOUSE","SYNC_MOUSE","Q8BP47","NARS1"
"Nccrp1","A0A0A0MQ97_MOUSE","F-box only protein 50 OS=Mus musculus OX=10090 GN=Nccrp1 PE=1 SV=1",9,10,8,11,10,"A0A0A0MQ97_MOUSE (+1)","A0A0A0MQ97_MOUSE","A0A0A0MQ97","A0A0A0MQ97_MOUSE","F-box only protein 50 OS=Mus musculus OX=10090 GN=Nccrp1 PE=1 SV=1",9,10,8,11,10,"A0A0A0MQ97_MOUSE (+1)","A0A0A0MQ97_MOUSE","A0A0A0MQ97","NCCRP1"
"Ncl","NUCL_MOUSE","Nucleolin OS=Mus musculus OX=10090 GN=Ncl PE=1 SV=2",10,19,5,13,17,"NUCL_MOUSE","NUCL_MOUSE","P09405","NUCL_MOUSE","Nucleolin OS=Mus musculus OX=10090 GN=Ncl PE=1 SV=2",10,19,5,13,17,"NUCL_MOUSE","NUCL_MOUSE","P09405","NCL"
"Nectin2","NECT2_MOUSE","Isoform Alpha of Nectin-2 OS=Mus musculus OX=10090 GN=Nectin2",5,2,0,2,2,"sp|P32507-2|NECT2_MOUSE (+1)","NECT2_MOUSE","P32507","NECT2_MOUSE","Isoform Alpha of Nectin-2 OS=Mus musculus OX=10090 GN=Nectin2",5,2,0,2,2,"sp|P32507-2|NECT2_MOUSE (+1)","NECT2_MOUSE","P32507","NECTIN2"
"Nedd4","NEDD4_MOUSE","E3 ubiquitin-protein ligase NEDD4 OS=Mus musculus OX=10090 GN=Nedd4 PE=1 SV=3",2,2,2,2,0,"NEDD4_MOUSE","NEDD4_MOUSE","P46935","NEDD4_MOUSE","E3 ubiquitin-protein ligase NEDD4 OS=Mus musculus OX=10090 GN=Nedd4 PE=1 SV=3",2,2,2,2,0,"NEDD4_MOUSE","NEDD4_MOUSE","P46935","NEDD4"
"Nhlrc3","NHLC3_MOUSE","NHL repeat-containing protein 3 OS=Mus musculus OX=10090 GN=Nhlrc3 PE=1 SV=1",3,3,0,3,3,"NHLC3_MOUSE","NHLC3_MOUSE","Q8CCH2","NHLC3_MOUSE","NHL repeat-containing protein 3 OS=Mus musculus OX=10090 GN=Nhlrc3 PE=1 SV=1",3,3,0,3,3,"NHLC3_MOUSE","NHLC3_MOUSE","Q8CCH2","NHLRC3"
"Nid1","NID1_MOUSE","Nidogen-1 OS=Mus musculus OX=10090 GN=Nid1 PE=1 SV=2",34,33,28,36,35,"NID1_MOUSE","NID1_MOUSE","P10493","NID1_MOUSE","Nidogen-1 OS=Mus musculus OX=10090 GN=Nid1 PE=1 SV=2",34,33,28,36,35,"NID1_MOUSE","NID1_MOUSE","P10493","NID1"
"Nid2","NID2_MOUSE","Nidogen-2 OS=Mus musculus OX=10090 GN=Nid2 PE=1 SV=2",13,3,9,9,10,"NID2_MOUSE","NID2_MOUSE","O88322","NID2_MOUSE","Nidogen-2 OS=Mus musculus OX=10090 GN=Nid2 PE=1 SV=2",13,3,9,9,10,"NID2_MOUSE","NID2_MOUSE","O88322","NID2"
"Nit1","NIT1_MOUSE","Isoform 2 of Deaminated glutathione amidase OS=Mus musculus OX=10090 GN=Nit1",3,2,0,4,2,"sp|Q8VDK1-2|NIT1_MOUSE (+1)","NIT1_MOUSE","Q8VDK1","NIT1_MOUSE","Isoform 2 of Deaminated glutathione amidase OS=Mus musculus OX=10090 GN=Nit1",3,2,0,4,2,"sp|Q8VDK1-2|NIT1_MOUSE (+1)","NIT1_MOUSE","Q8VDK1","NIT1"
"Nit2","NIT2_MOUSE","Omega-amidase NIT2 OS=Mus musculus OX=10090 GN=Nit2 PE=1 SV=1",8,6,5,6,6,"NIT2_MOUSE","NIT2_MOUSE","Q9JHW2","NIT2_MOUSE","Omega-amidase NIT2 OS=Mus musculus OX=10090 GN=Nit2 PE=1 SV=1",8,6,5,6,6,"NIT2_MOUSE","NIT2_MOUSE","Q9JHW2","NIT2"
"Npc2","NPC2_MOUSE","NPC intracellular cholesterol transporter 2 OS=Mus musculus OX=10090 GN=Npc2 PE=1 SV=1",5,5,4,5,5,"NPC2_MOUSE","NPC2_MOUSE","Q9Z0J0","NPC2_MOUSE","NPC intracellular cholesterol transporter 2 OS=Mus musculus OX=10090 GN=Npc2 PE=1 SV=1",5,5,4,5,5,"NPC2_MOUSE","NPC2_MOUSE","Q9Z0J0","NPC2"
"Npepl1","PEPL1_MOUSE","Probable aminopeptidase NPEPL1 OS=Mus musculus OX=10090 GN=Npepl1 PE=1 SV=1",6,4,0,3,5,"PEPL1_MOUSE","PEPL1_MOUSE","Q6NSR8","PEPL1_MOUSE","Probable aminopeptidase NPEPL1 OS=Mus musculus OX=10090 GN=Npepl1 PE=1 SV=1",6,4,0,3,5,"PEPL1_MOUSE","PEPL1_MOUSE","Q6NSR8","NPEPL1"
"Npepps","PSA_MOUSE","Puromycin-sensitive aminopeptidase OS=Mus musculus OX=10090 GN=Npepps PE=1 SV=2",15,16,13,14,14,"PSA_MOUSE","PSA_MOUSE","Q11011","PSA_MOUSE","Puromycin-sensitive aminopeptidase OS=Mus musculus OX=10090 GN=Npepps PE=1 SV=2",15,16,13,14,14,"PSA_MOUSE","PSA_MOUSE","Q11011","NPEPPS"
"Npm1","NPM_MOUSE","Nucleophosmin OS=Mus musculus OX=10090 GN=Npm1 PE=1 SV=1",3,5,3,3,4,"NPM_MOUSE","NPM_MOUSE","Q61937","NPM_MOUSE","Nucleophosmin OS=Mus musculus OX=10090 GN=Npm1 PE=1 SV=1",3,5,3,3,4,"NPM_MOUSE","NPM_MOUSE","Q61937","NPM1"
"Nqo2","NQO2_MOUSE","Ribosyldihydronicotinamide dehydrogenase [quinone] OS=Mus musculus OX=10090 GN=Nqo2 PE=1 SV=3",4,2,2,2,4,"NQO2_MOUSE","NQO2_MOUSE","Q9JI75","NQO2_MOUSE","Ribosyldihydronicotinamide dehydrogenase [quinone] OS=Mus musculus OX=10090 GN=Nqo2 PE=1 SV=3",4,2,2,2,4,"NQO2_MOUSE","NQO2_MOUSE","Q9JI75","NQO2"
"Nsfl1c","NSF1C_MOUSE","Isoform 3 of NSFL1 cofactor p47 OS=Mus musculus OX=10090 GN=Nsfl1c",6,6,0,6,5,"sp|Q9CZ44-3|NSF1C_MOUSE (+1)","NSF1C_MOUSE","Q9CZ44","NSF1C_MOUSE","Isoform 3 of NSFL1 cofactor p47 OS=Mus musculus OX=10090 GN=Nsfl1c",6,6,0,6,5,"sp|Q9CZ44-3|NSF1C_MOUSE (+1)","NSF1C_MOUSE","Q9CZ44","NSFL1C"
"Nucb1","NUCB1_MOUSE","Nucleobindin-1 OS=Mus musculus OX=10090 GN=Nucb1 PE=1 SV=2",15,9,9,15,10,"NUCB1_MOUSE","NUCB1_MOUSE","Q02819","NUCB1_MOUSE","Nucleobindin-1 OS=Mus musculus OX=10090 GN=Nucb1 PE=1 SV=2",15,9,9,15,10,"NUCB1_MOUSE","NUCB1_MOUSE","Q02819","NUCB1"
"Nucb2","NUCB2_MOUSE","Nucleobindin-2 OS=Mus musculus OX=10090 GN=Nucb2 PE=1 SV=2",4,4,0,4,4,"NUCB2_MOUSE (+1)","NUCB2_MOUSE","P81117","NUCB2_MOUSE","Nucleobindin-2 OS=Mus musculus OX=10090 GN=Nucb2 PE=1 SV=2",4,4,0,4,4,"NUCB2_MOUSE (+1)","NUCB2_MOUSE","P81117","NUCB2"
"Nudc","NUDC_MOUSE","Nuclear migration protein nudC OS=Mus musculus OX=10090 GN=Nudc PE=1 SV=1",8,7,6,6,8,"NUDC_MOUSE","NUDC_MOUSE","O35685","NUDC_MOUSE","Nuclear migration protein nudC OS=Mus musculus OX=10090 GN=Nudc PE=1 SV=1",8,7,6,6,8,"NUDC_MOUSE","NUDC_MOUSE","O35685","NUDC"
"Nutf2","NTF2_MOUSE","Nuclear transport factor 2 OS=Mus musculus OX=10090 GN=Nutf2 PE=1 SV=1",3,2,0,2,2,"NTF2_MOUSE","NTF2_MOUSE","P61971","NTF2_MOUSE","Nuclear transport factor 2 OS=Mus musculus OX=10090 GN=Nutf2 PE=1 SV=1",3,2,0,2,2,"NTF2_MOUSE","NTF2_MOUSE","P61971","NUTF2"
"Oaf","OAF_MOUSE","Out at first protein homolog OS=Mus musculus OX=10090 GN=Oaf PE=2 SV=1",4,3,3,6,4,"OAF_MOUSE","OAF_MOUSE","Q8QZR4","OAF_MOUSE","Out at first protein homolog OS=Mus musculus OX=10090 GN=Oaf PE=2 SV=1",4,3,3,6,4,"OAF_MOUSE","OAF_MOUSE","Q8QZR4","OAF"
"Ola1","OLA1_MOUSE","Obg-like ATPase 1 OS=Mus musculus OX=10090 GN=Ola1 PE=1 SV=1",3,2,0,4,4,"sp|Q9CZ30|OLA1_MOUSE","OLA1_MOUSE","Q9CZ30","OLA1_MOUSE","Obg-like ATPase 1 OS=Mus musculus OX=10090 GN=Ola1 PE=1 SV=1",3,2,0,4,4,"sp|Q9CZ30|OLA1_MOUSE","OLA1_MOUSE","Q9CZ30","OLA1"
"Olr1","OLR1_MOUSE","Oxidized low-density lipoprotein receptor 1 OS=Mus musculus OX=10090 GN=Olr1 PE=2 SV=2",2,2,0,2,2,"OLR1_MOUSE","OLR1_MOUSE","Q9EQ09","OLR1_MOUSE","Oxidized low-density lipoprotein receptor 1 OS=Mus musculus OX=10090 GN=Olr1 PE=2 SV=2",2,2,0,2,2,"OLR1_MOUSE","OLR1_MOUSE","Q9EQ09","OLR1"
"Ostf1","OSTF1_MOUSE","Osteoclast-stimulating factor 1 OS=Mus musculus OX=10090 GN=Ostf1 PE=1 SV=2",4,4,2,4,5,"OSTF1_MOUSE","OSTF1_MOUSE","Q62422","OSTF1_MOUSE","Osteoclast-stimulating factor 1 OS=Mus musculus OX=10090 GN=Ostf1 PE=1 SV=2",4,4,2,4,5,"OSTF1_MOUSE","OSTF1_MOUSE","Q62422","OSTF1"
"Otub1","D3YWF6_MOUSE","Ubiquitin thioesterase OTUB1 OS=Mus musculus OX=10090 GN=Otub1 PE=1 SV=1",5,7,5,8,5,"D3YWF6_MOUSE (+1)","D3YWF6_MOUSE","D3YWF6","D3YWF6_MOUSE","Ubiquitin thioesterase OTUB1 OS=Mus musculus OX=10090 GN=Otub1 PE=1 SV=1",5,7,5,8,5,"D3YWF6_MOUSE (+1)","D3YWF6_MOUSE","D3YWF6","OTUB1"
"P3h1","A2A7Q5_MOUSE","Prolyl 3-hydroxylase 1 OS=Mus musculus OX=10090 GN=P3h1 PE=1 SV=1",2,2,0,2,3,"A2A7Q5_MOUSE (+3)","A2A7Q5_MOUSE","A2A7Q5","A2A7Q5_MOUSE","Prolyl 3-hydroxylase 1 OS=Mus musculus OX=10090 GN=P3h1 PE=1 SV=1",2,2,0,2,3,"A2A7Q5_MOUSE (+3)","A2A7Q5_MOUSE","A2A7Q5","P3H1"
"P4ha1","P4HA1_MOUSE","Prolyl 4-hydroxylase subunit alpha-1 OS=Mus musculus OX=10090 GN=P4ha1 PE=1 SV=2",7,6,0,6,4,"sp|Q60715|P4HA1_MOUSE","P4HA1_MOUSE","Q60715","P4HA1_MOUSE","Prolyl 4-hydroxylase subunit alpha-1 OS=Mus musculus OX=10090 GN=P4ha1 PE=1 SV=2",7,6,0,6,4,"sp|Q60715|P4HA1_MOUSE","P4HA1_MOUSE","Q60715","P4HA1"
"P4hb","PDIA1_MOUSE","Protein disulfide-isomerase OS=Mus musculus OX=10090 GN=P4hb PE=1 SV=2",31,29,30,32,30,"PDIA1_MOUSE","PDIA1_MOUSE","P09103","PDIA1_MOUSE","Protein disulfide-isomerase OS=Mus musculus OX=10090 GN=P4hb PE=1 SV=2",31,29,30,32,30,"PDIA1_MOUSE","PDIA1_MOUSE","P09103","P4HB"
"Pa2g4","PA2G4_MOUSE","Proliferation-associated protein 2G4 OS=Mus musculus OX=10090 GN=Pa2g4 PE=1 SV=3",9,7,5,10,11,"sp|P50580|PA2G4_MOUSE","PA2G4_MOUSE","P50580","PA2G4_MOUSE","Proliferation-associated protein 2G4 OS=Mus musculus OX=10090 GN=Pa2g4 PE=1 SV=3",9,7,5,10,11,"sp|P50580|PA2G4_MOUSE","PA2G4_MOUSE","P50580","PA2G4"
"Pabpc1","PABP1_MOUSE","Polyadenylate-binding protein 1 OS=Mus musculus OX=10090 GN=Pabpc1 PE=1 SV=2",9,11,9,12,11,"PABP1_MOUSE","PABP1_MOUSE","P29341","PABP1_MOUSE","Polyadenylate-binding protein 1 OS=Mus musculus OX=10090 GN=Pabpc1 PE=1 SV=2",9,11,9,12,11,"PABP1_MOUSE","PABP1_MOUSE","P29341","PABPC1"
"Padi2","PADI2_MOUSE","Protein-arginine deiminase type-2 OS=Mus musculus OX=10090 GN=Padi2 PE=1 SV=2",15,11,11,13,16,"PADI2_MOUSE","PADI2_MOUSE","Q08642","PADI2_MOUSE","Protein-arginine deiminase type-2 OS=Mus musculus OX=10090 GN=Padi2 PE=1 SV=2",15,11,11,13,16,"PADI2_MOUSE","PADI2_MOUSE","Q08642","PADI2"
"Pafah1b1","LIS1_MOUSE","Platelet-activating factor acetylhydrolase IB subunit alpha OS=Mus musculus OX=10090 GN=Pafah1b1 PE=1 SV=2",9,9,5,5,9,"sp|P63005|LIS1_MOUSE","LIS1_MOUSE","P63005","LIS1_MOUSE","Platelet-activating factor acetylhydrolase IB subunit alpha OS=Mus musculus OX=10090 GN=Pafah1b1 PE=1 SV=2",9,9,5,5,9,"sp|P63005|LIS1_MOUSE","LIS1_MOUSE","P63005","PAFAH1B1"
"Pak2","PAK2_MOUSE","Serine/threonine-protein kinase PAK 2 OS=Mus musculus OX=10090 GN=Pak2 PE=1 SV=1",2,2,0,2,2,"PAK2_MOUSE","PAK2_MOUSE","Q8CIN4","PAK2_MOUSE","Serine/threonine-protein kinase PAK 2 OS=Mus musculus OX=10090 GN=Pak2 PE=1 SV=1",2,2,0,2,2,"PAK2_MOUSE","PAK2_MOUSE","Q8CIN4","PAK2"
"Pappa2","E9PZ87_MOUSE","Pappalysin 2 OS=Mus musculus OX=10090 GN=Pappa2 PE=1 SV=1",22,15,3,20,17,"E9PZ87_MOUSE","E9PZ87_MOUSE","E9PZ87","E9PZ87_MOUSE","Pappalysin 2 OS=Mus musculus OX=10090 GN=Pappa2 PE=1 SV=1",22,15,3,20,17,"E9PZ87_MOUSE","E9PZ87_MOUSE","E9PZ87","PAPPA2"
"Park7","PARK7_MOUSE","Protein/nucleic acid deglycase DJ-1 OS=Mus musculus OX=10090 GN=Park7 PE=1 SV=1",8,9,7,8,8,"PARK7_MOUSE","PARK7_MOUSE","Q99LX0","PARK7_MOUSE","Protein/nucleic acid deglycase DJ-1 OS=Mus musculus OX=10090 GN=Park7 PE=1 SV=1",8,9,7,8,8,"PARK7_MOUSE","PARK7_MOUSE","Q99LX0","PARK7"
