#,Visible?,Starred?,Identified Proteins (1467),Accession Number,Alternate ID,Molecular Weight,Protein Grouping Ambiguity,Taxonomy,BioSample 1,BioSample 2,BioSample 3,BioSample 4,BioSample 5,MP
1068,TRUE,Empty,26S proteasome regulatory subunit 6B OS=Mus musculus OX=10090 GN=Psmc4 PE=1 SV=2,PRS6B_MOUSE,,47 kDa,,unknown,2,3,0,0,2,1.4
1236,TRUE,Empty,A disintegrin and metalloproteinase with thrombospondin motifs 2 OS=Mus musculus OX=10090 GN=Adamts2 PE=1 SV=2,ATS2_MOUSE,,135 kDa,,unknown,0,0,0,5,4,1.8
742,TRUE,Empty,Peptidyl-prolyl cis-trans isomerase FKBP10 OS=Mus musculus OX=10090 GN=Fkbp10 PE=1 SV=2,FKB10_MOUSE,,65 kDa,,unknown,4,0,0,5,2,2.2
960,TRUE,Empty,EMILIN-1 OS=Mus musculus OX=10090 GN=Emilin1 PE=1 SV=1,EMIL1_MOUSE,,108 kDa,,unknown,3,0,0,7,6,3.2
1170,TRUE,Empty,Collagen alpha-1(XV) chain OS=Mus musculus OX=10090 GN=Col15a1 PE=1 SV=1,A2AJY2_MOUSE (+1),,138 kDa,,unknown,2,0,0,3,3,1.6
953,TRUE,Empty,Beta-glucuronidase OS=Mus musculus OX=10090 GN=Gusb PE=1 SV=2,BGLR_MOUSE,,74 kDa,,unknown,4,4,3,2,2,3
1027,TRUE,Empty,Programmed cell death protein 10 OS=Mus musculus OX=10090 GN=Pdcd10 PE=1 SV=1,PDC10_MOUSE,,25 kDa,,unknown,3,4,2,2,2,2.6
992,TRUE,Empty,IST1 homolog OS=Mus musculus OX=10090 GN=Ist1 PE=1 SV=1,IST1_MOUSE,,39 kDa,,unknown,3,3,0,4,2,2.4
853,TRUE,Empty,Protein S100-A4 (Fragment) OS=Mus musculus OX=10090 GN=S100a4 PE=1 SV=1,A0A0G2JGD2_MOUSE (+1),,9 kDa,,unknown,2,2,2,3,2,2.2
606,TRUE,Empty,AHNAK nucleoprotein 2 (Fragment) OS=Mus musculus OX=10090 GN=Ahnak2 PE=1 SV=1,F7DBB3_MOUSE,,166 kDa,,unknown,4,0,2,3,0,1.8
984,TRUE,Empty,Phosphoribosylformylglycinamidine synthase OS=Mus musculus OX=10090 GN=Pfas PE=1 SV=1,PUR4_MOUSE,,145 kDa,,unknown,5,3,2,2,0,2.4
763,TRUE,Empty,Peptidyl-prolyl cis-trans isomerase FKBP9 OS=Mus musculus OX=10090 GN=Fkbp9 PE=1 SV=1,FKBP9_MOUSE,,63 kDa,,unknown,3,2,0,3,2,2
1029,TRUE,Empty,Serine protease 23 OS=Mus musculus OX=10090 GN=Prss23 PE=2 SV=2,PRS23_MOUSE,,43 kDa,,unknown,2,2,0,4,3,2.2
1083,TRUE,Empty,Astrocytic phosphoprotein PEA-15 OS=Mus musculus OX=10090 GN=Pea15 PE=1 SV=1,sp|Q62048|PEA15_MOUSE,,15 kDa,,unknown,2,0,0,0,4,1.2
974,TRUE,Empty,Tumor protein D54 OS=Mus musculus OX=10090 GN=Tpd52l2 PE=1 SV=1,A2AUD5_MOUSE (+2),,25 kDa,,unknown,4,2,0,3,5,2.8
1146,TRUE,Empty,Isoform 1 of Core histone macro-H2A.1 OS=Mus musculus OX=10090 GN=H2afy,sp|Q9QZQ8-2|H2AY_MOUSE (+1),,39 kDa,,unknown,2,0,0,4,4,2
932,TRUE,Empty,RNA-binding protein 3 OS=Mus musculus OX=10090 GN=Rbm3 PE=1 SV=1,Q8BG13_MOUSE (+1),,17 kDa,,unknown,4,2,0,2,2,2
1145,TRUE,Empty,Protein PRRC1 OS=Mus musculus OX=10090 GN=Prrc1 PE=1 SV=1,PRRC1_MOUSE,,46 kDa,,unknown,3,0,0,3,4,2
1108,TRUE,Empty,Activated RNA polymerase II transcriptional coactivator p15 OS=Mus musculus OX=10090 GN=Sub1 PE=1 SV=3,TCP4_MOUSE,,14 kDa,,unknown,2,2,0,2,4,2
596,TRUE,Empty,Cytoplasmic aconitate hydratase OS=Mus musculus OX=10090 GN=Aco1 PE=1 SV=3,ACOC_MOUSE,,98 kDa,TRUE,unknown,3,2,0,0,4,1.8
1237,TRUE,Empty,Transforming growth factor beta receptor type 3 OS=Mus musculus OX=10090 GN=Tgfbr3 PE=1 SV=1,A0A0R4J097_MOUSE,,94 kDa,,unknown,0,0,0,4,2,1.2
882,TRUE,Empty,EH domain-containing protein 1 OS=Mus musculus OX=10090 GN=Ehd1 PE=1 SV=1,EHD1_MOUSE,,61 kDa,TRUE,unknown,3,0,0,0,5,1.6
758,TRUE,Empty,Thioredoxin domain-containing protein 17 OS=Mus musculus OX=10090 GN=Txndc17 PE=1 SV=1,TXD17_MOUSE,,14 kDa,,unknown,3,3,3,4,3,3.2
620,TRUE,Empty,Thioredoxin domain-containing protein 12 OS=Mus musculus OX=10090 GN=Txndc12 PE=1 SV=1,TXD12_MOUSE,,19 kDa,,unknown,4,2,2,2,3,2.6
1086,TRUE,Empty,"Lamina-associated polypeptide 2, isoforms alpha/zeta OS=Mus musculus OX=10090 GN=Tmpo PE=1 SV=4",sp|Q61033|LAP2A_MOUSE,,75 kDa,,unknown,3,2,2,3,2,2.4
909,TRUE,Empty,"GrpE protein homolog 1, mitochondrial OS=Mus musculus OX=10090 GN=Grpel1 PE=1 SV=1",GRPE1_MOUSE,,24 kDa,TRUE,unknown,3,3,2,3,2,2.6
917,TRUE,Empty,Histone H1.0 OS=Mus musculus OX=10090 GN=H1f0 PE=2 SV=4,H10_MOUSE,,21 kDa,,unknown,3,2,3,3,3,2.8
912,TRUE,Empty,Nuclear transport factor 2 OS=Mus musculus OX=10090 GN=Nutf2 PE=1 SV=1,NTF2_MOUSE,,14 kDa,,unknown,3,2,0,2,2,1.8
977,TRUE,Empty,C-C motif chemokine 7 OS=Mus musculus OX=10090 GN=Ccl7 PE=3 SV=1,CCL7_MOUSE,,11 kDa,,unknown,3,2,0,3,2,2
859,TRUE,Empty,Neutrophil gelatinase-associated lipocalin (Fragment) OS=Mus musculus OX=10090 GN=Lcn2 PE=1 SV=1,A0A0A6YW77_MOUSE (+1),,31 kDa,,unknown,2,2,2,0,3,1.8
1238,TRUE,Empty,Glia maturation factor beta OS=Mus musculus OX=10090 GN=Gmfb PE=1 SV=3,GMFB_MOUSE,,17 kDa,,unknown,0,0,2,0,2,0.8
959,TRUE,Empty,Serine/threonine-protein kinase PAK 2 OS=Mus musculus OX=10090 GN=Pak2 PE=1 SV=1,PAK2_MOUSE,,58 kDa,,unknown,2,2,0,2,2,1.6
846,TRUE,Empty,Pregnancy zone protein OS=Mus musculus OX=10090 GN=Pzp PE=1 SV=3,PZP_MOUSE,,166 kDa,TRUE,unknown,2,2,2,2,0,1.6
990,TRUE,Empty,Eukaryotic translation initiation factor 4E OS=Mus musculus OX=10090 GN=Eif4e PE=1 SV=1,A0A0G2JH04_MOUSE,,21 kDa,,unknown,2,2,0,2,3,1.8
946,TRUE,Empty,Inositol-3-phosphate synthase 1 OS=Mus musculus OX=10090 GN=Isyna1 PE=1 SV=1,INO1_MOUSE,,61 kDa,,unknown,2,0,0,2,6,2
1042,TRUE,Empty,Leucine-rich repeat-containing protein 59 OS=Mus musculus OX=10090 GN=Lrrc59 PE=1 SV=1,LRC59_MOUSE,,35 kDa,,unknown,2,0,2,3,2,1.8
1142,TRUE,Empty,Insulin-like growth factor-binding protein 4 OS=Mus musculus OX=10090 GN=Igfbp4 PE=1 SV=2,IBP4_MOUSE,,28 kDa,,unknown,2,0,4,2,4,2.4
1005,TRUE,Empty,RNA-binding protein FUS OS=Mus musculus OX=10090 GN=Fus PE=1 SV=1,FUS_MOUSE (+1),,53 kDa,TRUE,unknown,2,0,0,0,2,0.8
191,TRUE,Empty,Tubulin beta-4B chain OS=Mus musculus OX=10090 GN=Tubb4b PE=1 SV=1,TBB4B_MOUSE,,50 kDa,TRUE,unknown,3,2,0,3,2,2
898,TRUE,Empty,UDP-glucose 6-dehydrogenase OS=Mus musculus OX=10090 GN=Ugdh PE=1 SV=1,UGDH_MOUSE,,55 kDa,,unknown,4,3,0,3,3,2.6
873,TRUE,Empty,Eukaryotic translation initiation factor 2A OS=Mus musculus OX=10090 GN=Eif2a PE=1 SV=2,sp|Q8BJW6|EIF2A_MOUSE,,64 kDa,,unknown,3,3,0,3,4,2.6
1239,TRUE,Empty,"Sec24-related gene family, member D (S. cerevisiae) OS=Mus musculus OX=10090 GN=Sec24d PE=1 SV=1",Q6NXL1_MOUSE,,113 kDa,,unknown,0,2,0,2,3,1.4
726,TRUE,Empty,Protein ERGIC-53 OS=Mus musculus OX=10090 GN=Lman1 PE=1 SV=1,LMAN1_MOUSE,,58 kDa,,unknown,3,0,0,2,2,1.4
861,TRUE,Empty,Lysosomal Pro-X carboxypeptidase OS=Mus musculus OX=10090 GN=Prcp PE=1 SV=2,sp|Q7TMR0|PCP_MOUSE,,55 kDa,,unknown,3,0,0,4,0,1.4
919,TRUE,Empty,Protein argonaute-2 OS=Mus musculus OX=10090 GN=Ago2 PE=1 SV=3,AGO2_MOUSE,,97 kDa,TRUE,unknown,5,3,0,0,3,2.2
845,TRUE,Empty,RuvB-like 1 OS=Mus musculus OX=10090 GN=Ruvbl1 PE=1 SV=1,RUVB1_MOUSE,,50 kDa,,unknown,4,3,0,0,3,2
1240,TRUE,Empty,"Stress-70 protein, mitochondrial OS=Mus musculus OX=10090 GN=Hspa9 PE=1 SV=3",GRP75_MOUSE,,73 kDa,TRUE,unknown,0,4,0,0,2,1.2
871,TRUE,Empty,Versican core protein OS=Mus musculus OX=10090 GN=Vcan PE=1 SV=2,sp|Q62059|CSPG2_MOUSE,,367 kDa,,unknown,3,0,0,3,3,1.8
947,TRUE,Empty,Isopentenyl-diphosphate Delta-isomerase 1 OS=Mus musculus OX=10090 GN=Idi1 PE=1 SV=1,IDI1_MOUSE,,26 kDa,,unknown,3,2,3,2,3,2.6
734,TRUE,Empty,Complement C1q subcomponent subunit C OS=Mus musculus OX=10090 GN=C1qc PE=1 SV=2,C1QC_MOUSE,,26 kDa,,unknown,4,3,2,3,3,3
444,TRUE,Empty,Copper transport protein ATOX1 OS=Mus musculus OX=10090 GN=Atox1 PE=1 SV=1,ATOX1_MOUSE,,7 kDa,,unknown,4,2,3,3,2,2.8
855,TRUE,Empty,40S ribosomal protein S27 (Fragment) OS=Mus musculus OX=10090 GN=Rps27 PE=1 SV=1,A0A0G2JDW7_MOUSE (+1),,9 kDa,,unknown,4,2,2,2,2,2.4
799,TRUE,Empty,Small nuclear ribonucleoprotein Sm D2 OS=Mus musculus OX=10090 GN=Snrpd2 PE=1 SV=1,SMD2_MOUSE,,14 kDa,,unknown,2,2,0,2,3,1.8
719,TRUE,Empty,Brain acid soluble protein 1 OS=Mus musculus OX=10090 GN=Basp1 PE=1 SV=3,BASP1_MOUSE,,22 kDa,,unknown,4,3,0,3,2,2.4
1242,TRUE,Empty,Cellular retinoic acid-binding protein 2 OS=Mus musculus OX=10090 GN=Crabp2 PE=2 SV=2,RABP2_MOUSE,,16 kDa,TRUE,unknown,0,0,0,2,0,0.4
1059,TRUE,Empty,Deoxyribonuclease II alpha OS=Mus musculus OX=10090 GN=Dnase2a PE=1 SV=1,D3Z512_MOUSE (+1),,37 kDa,,unknown,3,2,0,2,2,1.8
1073,TRUE,Empty,26S proteasome non-ATPase regulatory subunit 9 OS=Mus musculus OX=10090 GN=Psmd9 PE=1 SV=1,PSMD9_MOUSE,,25 kDa,,unknown,2,4,0,2,3,2.2
781,TRUE,Empty,Putative hydrolase RBBP9 OS=Mus musculus OX=10090 GN=Rbbp9 PE=1 SV=2,RBBP9_MOUSE,,21 kDa,,unknown,3,2,0,2,3,2
1243,TRUE,Empty,Isoform 2 of Heterogeneous nuclear ribonucleoprotein M OS=Mus musculus OX=10090 GN=Hnrnpm,sp|Q9D0E1-2|HNRPM_MOUSE (+1),,74 kDa,,unknown,0,0,0,3,2,1
1244,TRUE,Empty,60S ribosomal protein L35a OS=Mus musculus OX=10090 GN=Rpl35a PE=1 SV=2,RL35A_MOUSE,,13 kDa,,unknown,0,2,0,2,0,0.8
1245,TRUE,Empty,Small nuclear ribonucleoprotein E OS=Mus musculus OX=10090 GN=Snrpe PE=1 SV=1,E9Q4F4_MOUSE (+1),,11 kDa,,unknown,0,0,0,2,0,0.4
928,TRUE,Empty,Immunoglobulin kappa constant OS=Mus musculus OX=10090 GN=Igkc PE=1 SV=2,IGKC_MOUSE,,12 kDa,,unknown,3,0,3,2,0,1.6
724,TRUE,Empty,Matrix metalloproteinase-9 OS=Mus musculus OX=10090 GN=Mmp9 PE=1 SV=2,MMP9_MOUSE,,81 kDa,,unknown,5,0,0,5,0,2
931,TRUE,Empty,Adapter molecule crk OS=Mus musculus OX=10090 GN=Crk PE=1 SV=1,sp|Q64010|CRK_MOUSE,,34 kDa,,unknown,2,0,2,3,5,2.4
811,TRUE,Empty,Obg-like ATPase 1 OS=Mus musculus OX=10090 GN=Ola1 PE=1 SV=1,sp|Q9CZ30|OLA1_MOUSE,,45 kDa,,unknown,3,2,0,4,4,2.6
958,TRUE,Empty,Low-density lipoprotein receptor OS=Mus musculus OX=10090 GN=Ldlr PE=1 SV=1,A0A1L1SRE8_MOUSE (+1),,89 kDa,,unknown,4,0,2,4,3,2.6
1060,TRUE,Empty,60S ribosomal protein L5 OS=Mus musculus OX=10090 GN=Rpl5 PE=1 SV=3,RL5_MOUSE,,34 kDa,,unknown,2,0,0,0,4,1.2
1196,TRUE,Empty,ATP-dependent RNA helicase DDX3Y OS=Mus musculus OX=10090 GN=Ddx3y PE=1 SV=2,DDX3Y_MOUSE,,73 kDa,TRUE,unknown,2,0,0,3,4,1.8
1050,TRUE,Empty,Annexin A4 OS=Mus musculus OX=10090 GN=Anxa4 PE=1 SV=4,ANXA4_MOUSE,,36 kDa,,unknown,3,0,0,2,4,1.8
1246,TRUE,Empty,Catenin beta-1 OS=Mus musculus OX=10090 GN=Ctnnb1 PE=1 SV=1,E9Q6A9_MOUSE,,67 kDa,TRUE,unknown,0,2,0,2,2,1.2
966,TRUE,Empty,Multiple inositol polyphosphate phosphatase 1 OS=Mus musculus OX=10090 GN=Minpp1 PE=1 SV=3,MINP1_MOUSE,,55 kDa,,unknown,3,0,0,5,4,2.4
885,TRUE,Empty,26S proteasome non-ATPase regulatory subunit 7 OS=Mus musculus OX=10090 GN=Psmd7 PE=1 SV=2,PSMD7_MOUSE,,37 kDa,,unknown,5,0,0,4,5,2.8
1062,TRUE,Empty,Interferon-activable protein 205-B OS=Mus musculus OX=10090 GN=Mnda PE=1 SV=1,sp|P0DOV1|IFI5B_MOUSE,,47 kDa,TRUE,unknown,2,0,0,0,0,0.4
1247,TRUE,Empty,Endothelial protein C receptor OS=Mus musculus OX=10090 GN=Procr PE=1 SV=3,EPCR_MOUSE,,27 kDa,,unknown,0,0,0,2,0,0.4
1100,TRUE,Empty,Isoform 2 of Dynactin subunit 1 OS=Mus musculus OX=10090 GN=Dctn1,sp|O08788-2|DCTN1_MOUSE (+1),,138 kDa,,unknown,2,0,0,2,0,0.8
965,TRUE,Empty,Argininosuccinate synthase OS=Mus musculus OX=10090 GN=Ass1 PE=1 SV=1,ASSY_MOUSE,,47 kDa,,unknown,4,0,0,2,3,1.8
1248,TRUE,Empty,Importin subunit alpha-3 OS=Mus musculus OX=10090 GN=Kpna4 PE=1 SV=1,A0A0B4J1E7_MOUSE,,68 kDa,TRUE,unknown,0,2,0,3,3,1.6
798,TRUE,Empty,Interleukin enhancer-binding factor 2 OS=Mus musculus OX=10090 GN=Ilf2 PE=1 SV=1,ILF2_MOUSE,,43 kDa,,unknown,3,0,0,6,5,2.8
1069,TRUE,Empty,Latent-transforming growth factor beta-binding protein 1 OS=Mus musculus OX=10090 GN=Ltbp1 PE=1 SV=2,sp|Q8CG19|LTBP1_MOUSE,,187 kDa,,unknown,2,0,0,3,2,1.4
969,TRUE,Empty,Trifunctional purine biosynthetic protein adenosine-3 OS=Mus musculus OX=10090 GN=Gart PE=1 SV=3,sp|Q64737|PUR2_MOUSE,,108 kDa,,unknown,4,0,0,0,2,1.2
818,TRUE,Empty,ATP-dependent RNA helicase A OS=Mus musculus OX=10090 GN=Dhx9 PE=1 SV=1,A0A087WPL5_MOUSE (+1),,150 kDa,,unknown,3,0,0,3,5,2.2
808,TRUE,Empty,Palmitoyl-protein thioesterase 1 OS=Mus musculus OX=10090 GN=Ppt1 PE=1 SV=2,PPT1_MOUSE,,34 kDa,,unknown,4,2,2,2,3,2.6
51,TRUE,Empty,Isoform M1 of Pyruvate kinase PKM OS=Mus musculus OX=10090 GN=Pkm,sp|P52480-2|KPYM_MOUSE,,58 kDa,TRUE,unknown,2,3,2,3,2,2.4
756,TRUE,Empty,Elongin-B OS=Mus musculus OX=10090 GN=Elob PE=1 SV=1,ELOB_MOUSE,,13 kDa,,unknown,3,2,2,3,2,2.4
866,TRUE,Empty,Syntaxin-12 OS=Mus musculus OX=10090 GN=Stx12 PE=1 SV=1,STX12_MOUSE,,31 kDa,,unknown,3,3,0,3,3,2.4
1052,TRUE,Empty,Uridine phosphorylase 1 OS=Mus musculus OX=10090 GN=Upp1 PE=1 SV=2,UPP1_MOUSE,,34 kDa,,unknown,3,0,0,0,4,1.4
1249,TRUE,Empty,DnaJ homolog subfamily C member 8 OS=Mus musculus OX=10090 GN=Dnajc8 PE=1 SV=2,DNJC8_MOUSE,,30 kDa,,unknown,0,3,0,2,2,1.4
823,TRUE,Empty,RNA-binding protein EWS OS=Mus musculus OX=10090 GN=Ewsr1 PE=1 SV=2,EWS_MOUSE (+2),,68 kDa,,unknown,4,2,0,3,3,2.4
782,TRUE,Empty,Basal cell adhesion molecule OS=Mus musculus OX=10090 GN=Bcam PE=1 SV=1,BCAM_MOUSE,,68 kDa,,unknown,4,2,0,2,3,2.2
687,TRUE,Empty,Platelet-activating factor acetylhydrolase IB subunit beta (Fragment) OS=Mus musculus OX=10090 GN=Pafah1b2 PE=1 SV=1,A0A1L1SVK0_MOUSE (+1),,22 kDa,,unknown,2,0,0,3,3,1.6
1250,TRUE,Empty,Isoform 4 of N-alpha-acetyltransferase 50 OS=Mus musculus OX=10090 GN=Naa50,sp|Q6PGB6-4|NAA50_MOUSE,,20 kDa,,unknown,0,0,0,4,3,1.4
761,TRUE,Empty,Aldose 1-epimerase OS=Mus musculus OX=10090 GN=Galm PE=1 SV=1,GALM_MOUSE,,38 kDa,,unknown,2,2,2,0,4,2
1251,TRUE,Empty,Elongin-C OS=Mus musculus OX=10090 GN=Eloc PE=1 SV=1,A0A087WNT1_MOUSE (+2),,15 kDa,,unknown,0,2,0,6,4,2.4
915,TRUE,Empty,60S acidic ribosomal protein P2 OS=Mus musculus OX=10090 GN=Rplp2 PE=1 SV=3,RLA2_MOUSE,,12 kDa,,unknown,2,5,0,3,0,2
996,TRUE,Empty,Carbonyl reductase [NADPH] 1 OS=Mus musculus OX=10090 GN=Cbr1 PE=1 SV=3,CBR1_MOUSE,,31 kDa,TRUE,unknown,3,0,2,3,4,2.4
1252,TRUE,Empty,SPARC-related modular calcium-binding protein 2 OS=Mus musculus OX=10090 GN=Smoc2 PE=1 SV=1,SMOC2_MOUSE,,50 kDa,,unknown,0,0,2,2,0,0.8
1253,TRUE,Empty,"RNA transcription, translation and transport factor protein OS=Mus musculus OX=10090 GN=RTRAF PE=1 SV=1",RTRAF_MOUSE,,28 kDa,,unknown,0,0,0,4,4,1.6
1096,TRUE,Empty,MARCKS-related protein OS=Mus musculus OX=10090 GN=Marcksl1 PE=1 SV=2,MRP_MOUSE,,20 kDa,,unknown,2,0,0,2,2,1.2
1138,TRUE,Empty,E3 ubiquitin-protein ligase NEDD4 OS=Mus musculus OX=10090 GN=Nedd4 PE=1 SV=3,NEDD4_MOUSE,,103 kDa,,unknown,2,2,2,2,0,1.6
674,TRUE,Empty,N-acylglucosamine 2-epimerase OS=Mus musculus OX=10090 GN=Renbp PE=1 SV=2,D6RHA2_MOUSE (+2),,49 kDa,,unknown,2,0,0,2,5,1.8
759,TRUE,Empty,Isoform Alpha of Nectin-2 OS=Mus musculus OX=10090 GN=Nectin2,sp|P32507-2|NECT2_MOUSE (+1),,51 kDa,,unknown,5,2,0,2,2,2.2
1099,TRUE,Empty,AP-1 complex subunit sigma-1A OS=Mus musculus OX=10090 GN=Ap1s1 PE=1 SV=1,AP1S1_MOUSE,,19 kDa,,unknown,3,0,0,0,3,1.2
1254,TRUE,Empty,[Protein ADP-ribosylarginine] hydrolase OS=Mus musculus OX=10090 GN=Adprh PE=1 SV=1,ADPRH_MOUSE,,40 kDa,,unknown,0,0,0,2,0,0.4
1002,TRUE,Empty,"Apoptosis-inducing factor 1, mitochondrial OS=Mus musculus OX=10090 GN=Aifm1 PE=1 SV=1",AIFM1_MOUSE,,67 kDa,,unknown,2,2,0,2,3,1.8
981,TRUE,Empty,COP9 signalosome complex subunit 1 OS=Mus musculus OX=10090 GN=Gps1 PE=1 SV=1,G3UXW9_MOUSE (+2),,59 kDa,,unknown,3,2,0,2,2,1.8
848,TRUE,Empty,Four and a half LIM domains protein 3 OS=Mus musculus OX=10090 GN=Fhl3 PE=1 SV=2,FHL3_MOUSE,,32 kDa,,unknown,3,0,2,3,3,2.2
1184,TRUE,Empty,Ran GTPase-activating protein 1 OS=Mus musculus OX=10090 GN=Rangap1 PE=1 SV=2,RAGP1_MOUSE,,64 kDa,,unknown,2,3,0,3,2,2
513,TRUE,Empty,Fetuin-B OS=Mus musculus OX=10090 GN=Fetub PE=1 SV=1,FETUB_MOUSE,,43 kDa,,unknown,4,2,0,2,3,2.2
906,TRUE,Empty,Complement C1q subcomponent subunit A OS=Mus musculus OX=10090 GN=C1qa PE=1 SV=2,C1QA_MOUSE,,26 kDa,,unknown,4,2,0,5,3,2.8
1255,TRUE,Empty,Importin-9 OS=Mus musculus OX=10090 GN=Ipo9 PE=1 SV=1,E9QKZ2_MOUSE (+1),,116 kDa,,unknown,0,0,0,2,0,0.4
988,TRUE,Empty,Far upstream element-binding protein 1 OS=Mus musculus OX=10090 GN=Fubp1 PE=1 SV=1,A0A0G2JG00_MOUSE (+1),,55 kDa,TRUE,unknown,3,0,0,3,3,1.8
1007,TRUE,Empty,TIP41-like protein OS=Mus musculus OX=10090 GN=Tiprl PE=1 SV=1,TIPRL_MOUSE,,31 kDa,,unknown,3,0,0,2,2,1.4
731,TRUE,Empty,Alpha-1-antitrypsin 1-4 OS=Mus musculus OX=10090 GN=Serpina1d PE=1 SV=1,A1AT4_MOUSE,,46 kDa,TRUE,unknown,2,0,0,2,3,1.4
473,TRUE,Empty,Complement C2 OS=Mus musculus OX=10090 GN=C2 PE=1 SV=1,B8JJN2_MOUSE (+1),,70 kDa,TRUE,unknown,2,0,0,0,2,0.8
862,TRUE,Empty,Calnexin OS=Mus musculus OX=10090 GN=Canx PE=1 SV=1,CALX_MOUSE,,67 kDa,,unknown,2,2,0,2,0,1.2
1256,TRUE,Empty,Cullin-3 OS=Mus musculus OX=10090 GN=Cul3 PE=1 SV=1,CUL3_MOUSE (+1),,89 kDa,,unknown,0,0,0,2,0,0.4
926,TRUE,Empty,Apoptosis regulator BAX OS=Mus musculus OX=10090 GN=Bax PE=1 SV=1,A0A1B0GT81_MOUSE (+2),,19 kDa,,unknown,3,2,2,2,3,2.4
809,TRUE,Empty,Proteasome subunit beta type-9 OS=Mus musculus OX=10090 GN=Psmb9 PE=1 SV=1,PSB9_MOUSE,,23 kDa,,unknown,3,2,2,2,2,2.2
773,TRUE,Empty,Low molecular weight phosphotyrosine protein phosphatase OS=Mus musculus OX=10090 GN=Acp1 PE=1 SV=3,sp|Q9D358|PPAC_MOUSE,,18 kDa,,unknown,2,2,3,3,2,2.4
884,TRUE,Empty,Isoform 2 of Integrin beta-1 OS=Mus musculus OX=10090 GN=Itgb1,sp|P09055-2|ITB1_MOUSE,,89 kDa,,unknown,2,2,2,0,3,1.8
1257,TRUE,Empty,Nucleotide exchange factor SIL1 OS=Mus musculus OX=10090 GN=Sil1 PE=1 SV=2,SIL1_MOUSE,,52 kDa,,unknown,0,0,0,3,2,1
1132,TRUE,Empty,Protein-L-isoaspartate O-methyltransferase OS=Mus musculus OX=10090 GN=Pcmt1 PE=1 SV=1,E0CYV0_MOUSE (+4),,30 kDa,,unknown,2,3,0,3,3,2.2
820,TRUE,Empty,Protein S100-A10 OS=Mus musculus OX=10090 GN=S100a10 PE=1 SV=2,S10AA_MOUSE,,11 kDa,,unknown,2,2,0,2,2,1.6
1063,TRUE,Empty,Beta-centractin OS=Mus musculus OX=10090 GN=Actr1b PE=1 SV=1,ACTY_MOUSE,,42 kDa,TRUE,unknown,3,2,2,0,3,2
982,TRUE,Empty,SUMO-activating enzyme subunit 2 OS=Mus musculus OX=10090 GN=Uba2 PE=1 SV=1,SAE2_MOUSE,,71 kDa,,unknown,2,0,0,2,2,1.2
1037,TRUE,Empty,Protein SEC13 homolog OS=Mus musculus OX=10090 GN=Sec13 PE=1 SV=3,SEC13_MOUSE,,36 kDa,,unknown,2,0,2,0,2,1.2
736,TRUE,Empty,Poliovirus receptor OS=Mus musculus OX=10090 GN=Pvr PE=1 SV=1,Q8K094_MOUSE,,45 kDa,,unknown,3,0,2,2,0,1.4
471,TRUE,Empty,Histone-binding protein RBBP7 OS=Mus musculus OX=10090 GN=Rbbp7 PE=1 SV=1,RBBP7_MOUSE,,48 kDa,TRUE,unknown,3,2,0,0,2,1.4
1258,TRUE,Empty,Isoamyl acetate-hydrolyzing esterase 1 homolog OS=Mus musculus OX=10090 GN=Iah1 PE=1 SV=1,IAH1_MOUSE,,28 kDa,,unknown,0,0,0,4,0,0.8
1061,TRUE,Empty,Vacuolar protein sorting-associated protein 26B OS=Mus musculus OX=10090 GN=Vps26b PE=1 SV=1,sp|Q8C0E2|VP26B_MOUSE,,39 kDa,TRUE,unknown,2,2,0,2,0,1.2
842,TRUE,Empty,m7GpppX diphosphatase OS=Mus musculus OX=10090 GN=Dcps PE=1 SV=1,DCPS_MOUSE,,39 kDa,,unknown,5,0,0,0,3,1.6
1259,TRUE,Empty,Stefin-1 OS=Mus musculus OX=10090 GN=Stfa1 PE=3 SV=1,CYT1_MOUSE,,11 kDa,,unknown,0,2,2,3,3,2
1260,TRUE,Empty,Vacuolar protein sorting-associated protein 29 (Fragment) OS=Mus musculus OX=10090 GN=Vps29 PE=1 SV=1,D3YYD5_MOUSE (+3),,14 kDa,,unknown,0,2,2,3,3,2
1261,TRUE,Empty,Microfibrillar-associated protein 5 OS=Mus musculus OX=10090 GN=Mfap5 PE=1 SV=1,D3Z4D7_MOUSE (+2),,18 kDa,,unknown,0,0,0,3,2,1
1045,TRUE,Empty,Protein SGT1 homolog OS=Mus musculus OX=10090 GN=Sugt1 PE=1 SV=3,SGT1_MOUSE,,38 kDa,,unknown,2,2,0,0,2,1.2
1104,TRUE,Empty,Pantetheinase OS=Mus musculus OX=10090 GN=Vnn1 PE=1 SV=3,VNN1_MOUSE,,57 kDa,,unknown,2,0,3,0,0,1
1262,TRUE,Empty,Isoform A of Fragile X mental retardation syndrome-related protein 1 OS=Mus musculus OX=10090 GN=Fxr1,sp|Q61584-2|FXR1_MOUSE (+2),,61 kDa,,unknown,0,2,0,0,0,0.4
539,TRUE,Empty,Non-POU domain-containing octamer-binding protein OS=Mus musculus OX=10090 GN=Nono PE=1 SV=3,sp|Q99K48|NONO_MOUSE,,55 kDa,TRUE,unknown,3,0,0,0,0,0.6
1263,TRUE,Empty,Neutrophilic granule protein OS=Mus musculus OX=10090 GN=Ngp PE=1 SV=1,NGP_MOUSE,,19 kDa,,unknown,0,0,0,3,2,1
