"Accession.New","MouseGeneName","Description","Accession.Number","Sample1","Sample2","Sample3","Sample4","Sample5","ProteinID"
"TAGL_MOUSE","Tagln","Transgelin OS=Mus musculus OX=10090 GN=Tagln PE=1 SV=3","TAGL_MOUSE",9,5,9,9,9,"P37804"
"TAGL2_MOUSE","Tagln2","Transgelin-2 OS=Mus musculus OX=10090 GN=Tagln2 PE=1 SV=4","TAGL2_MOUSE",15,13,13,15,13,"Q9WVA4"
"TBA1C_MOUSE","Tuba1c","Tubulin alpha-1C chain OS=Mus musculus OX=10090 GN=Tuba1c PE=1 SV=1","TBA1C_MOUSE",16,15,14,15,15,"P68373"
"TBB4B_MOUSE","Tubb4b","Tubulin beta-4B chain OS=Mus musculus OX=10090 GN=Tubb4b PE=1 SV=1","TBB4B_MOUSE",3,2,0,3,2,"P68372"
"TBB5_MOUSE","Tubb5","Tubulin beta-5 chain OS=Mus musculus OX=10090 GN=Tubb5 PE=1 SV=1","TBB5_MOUSE",22,16,18,20,23,"P99024"
"TCO2_MOUSE","Tcn2","Transcobalamin-2 OS=Mus musculus OX=10090 GN=Tcn2 PE=1 SV=1","TCO2_MOUSE",11,6,8,14,9,"O88968"
"TCP4_MOUSE","Sub1","Activated RNA polymerase II transcriptional coactivator p15 OS=Mus musculus OX=10090 GN=Sub1 PE=1 SV=3","TCP4_MOUSE",2,2,0,2,4,"P11031"
"TCPA_MOUSE","Tcp1","T-complex protein 1 subunit alpha OS=Mus musculus OX=10090 GN=Tcp1 PE=1 SV=3","sp|P11983|TCPA_MOUSE",16,12,10,11,11,"P11983"
"TCPB_MOUSE","Cct2","T-complex protein 1 subunit beta OS=Mus musculus OX=10090 GN=Cct2 PE=1 SV=4","TCPB_MOUSE",16,17,8,14,17,"P80314"
"TCPD_MOUSE","Cct4","T-complex protein 1 subunit delta OS=Mus musculus OX=10090 GN=Cct4 PE=1 SV=3","TCPD_MOUSE",14,11,6,10,11,"P80315"
"TCPE_MOUSE","Cct5","T-complex protein 1 subunit epsilon OS=Mus musculus OX=10090 GN=Cct5 PE=1 SV=1","TCPE_MOUSE",12,7,5,11,9,"P80316"
"TCPG_MOUSE","Cct3","T-complex protein 1 subunit gamma OS=Mus musculus OX=10090 GN=Cct3 PE=1 SV=1","TCPG_MOUSE",15,14,4,14,11,"P80318"
"TCPH_MOUSE","Cct7","T-complex protein 1 subunit eta OS=Mus musculus OX=10090 GN=Cct7 PE=1 SV=1","TCPH_MOUSE",13,9,6,9,10,"P80313"
"TCPQ_MOUSE","Cct8","T-complex protein 1 subunit theta OS=Mus musculus OX=10090 GN=Cct8 PE=1 SV=3","TCPQ_MOUSE",14,11,6,13,12,"P42932"
"TCPZ_MOUSE","Cct6a","T-complex protein 1 subunit zeta OS=Mus musculus OX=10090 GN=Cct6a PE=1 SV=3","TCPZ_MOUSE",6,5,3,5,7,"P80317"
"TCTP_MOUSE","Tpt1","Translationally-controlled tumor protein OS=Mus musculus OX=10090 GN=Tpt1 PE=1 SV=1","TCTP_MOUSE",9,8,9,9,8,"P63028"
"TEBP_MOUSE","Ptges3","Prostaglandin E synthase 3 OS=Mus musculus OX=10090 GN=Ptges3 PE=1 SV=1","TEBP_MOUSE",3,2,4,4,4,"Q9R0Q7"
"TENA_MOUSE","Tnc","Isoform 2 of Tenascin OS=Mus musculus OX=10090 GN=Tnc","sp|Q80YX1-2|TENA_MOUSE",45,25,28,44,42,"Q80YX1"
"TERA_MOUSE","Vcp","Transitional endoplasmic reticulum ATPase OS=Mus musculus OX=10090 GN=Vcp PE=1 SV=4","TERA_MOUSE",36,31,31,39,37,"Q01853"
"TFPI2_MOUSE","Tfpi2","Tissue factor pathway inhibitor 2 OS=Mus musculus OX=10090 GN=Tfpi2 PE=2 SV=1","TFPI2_MOUSE",2,5,0,5,3,"O35536"
"TFR1_MOUSE","Tfrc","Transferrin receptor protein 1 OS=Mus musculus OX=10090 GN=Tfrc PE=1 SV=1","TFR1_MOUSE",11,12,5,14,6,"Q62351"
"TGM2_MOUSE","Tgm2","Protein-glutamine gamma-glutamyltransferase 2 OS=Mus musculus OX=10090 GN=Tgm2 PE=1 SV=4","TGM2_MOUSE",21,21,14,21,19,"P21981"
"THIO_MOUSE","Txn","Thioredoxin OS=Mus musculus OX=10090 GN=Txn PE=1 SV=3","THIO_MOUSE",8,5,5,6,7,"P10639"
"TIF1B_MOUSE","Trim28","Transcription intermediary factor 1-beta OS=Mus musculus OX=10090 GN=Trim28 PE=1 SV=3","sp|Q62318|TIF1B_MOUSE",3,2,2,2,2,"Q62318"
"TIMP1_MOUSE","Timp1","Metalloproteinase inhibitor 1 OS=Mus musculus OX=10090 GN=Timp1 PE=1 SV=2","TIMP1_MOUSE",5,6,5,6,6,"P12032"
"TIMP3_MOUSE","Timp3","Metalloproteinase inhibitor 3 OS=Mus musculus OX=10090 GN=Timp3 PE=1 SV=1","TIMP3_MOUSE",7,4,5,6,6,"P39876"
"TKT_MOUSE","Tkt","Transketolase OS=Mus musculus OX=10090 GN=Tkt PE=1 SV=1","TKT_MOUSE",27,24,17,24,23,"P40142"
"TLN1_MOUSE","Tln1","Talin-1 OS=Mus musculus OX=10090 GN=Tln1 PE=1 SV=2","TLN1_MOUSE",61,43,26,60,55,"P26039"
"TMOD3_MOUSE","Tmod3","Tropomodulin-3 OS=Mus musculus OX=10090 GN=Tmod3 PE=1 SV=1","TMOD3_MOUSE",5,0,2,3,2,"Q9JHJ0"
"TOP1_MOUSE","Top1","DNA topoisomerase 1 OS=Mus musculus OX=10090 GN=Top1 PE=1 SV=2","TOP1_MOUSE",2,2,0,3,3,"Q04750"
"TPIS_MOUSE","Tpi1","Triosephosphate isomerase OS=Mus musculus OX=10090 GN=Tpi1 PE=1 SV=4","TPIS_MOUSE",12,12,12,13,12,"P17751"
"TPM3_MOUSE","Tpm3","Isoform 2 of Tropomyosin alpha-3 chain OS=Mus musculus OX=10090 GN=Tpm3","sp|P21107-2|TPM3_MOUSE",15,15,15,16,16,"P21107"
"TPM4_MOUSE","Tpm4","Tropomyosin alpha-4 chain OS=Mus musculus OX=10090 GN=Tpm4 PE=1 SV=3","TPM4_MOUSE",16,15,14,13,15,"Q6IRU2"
"TPP1_MOUSE","Tpp1","Tripeptidyl-peptidase 1 OS=Mus musculus OX=10090 GN=Tpp1 PE=1 SV=2","TPP1_MOUSE",6,4,3,4,5,"O89023"
"TPP2_MOUSE","Tpp2","Isoform Short of Tripeptidyl-peptidase 2 OS=Mus musculus OX=10090 GN=Tpp2","sp|Q64514-2|TPP2_MOUSE",13,11,9,22,12,"Q64514"
"TR11B_MOUSE","Tnfrsf11b","Tumor necrosis factor receptor superfamily member 11B OS=Mus musculus OX=10090 GN=Tnfrsf11b PE=1 SV=1","TR11B_MOUSE",5,2,0,3,3,"O08712"
"TRFE_MOUSE","Tf","Serotransferrin OS=Mus musculus OX=10090 GN=Tf PE=1 SV=1","TRFE_MOUSE",39,18,27,36,40,"Q921I1"
"TRFL_MOUSE","Ltf","Lactotransferrin OS=Mus musculus OX=10090 GN=Ltf PE=1 SV=4","TRFL_MOUSE",6,2,3,9,4,"P08071"
"TRNT1_MOUSE","Trnt1","CCA tRNA nucleotidyltransferase 1, mitochondrial OS=Mus musculus OX=10090 GN=Trnt1 PE=1 SV=1","sp|Q8K1J6|TRNT1_MOUSE",6,2,0,3,4,"Q8K1J6"
"TRXR1_MOUSE","Txnrd1","Isoform 2 of Thioredoxin reductase 1, cytoplasmic OS=Mus musculus OX=10090 GN=Txnrd1","sp|Q9JMH6-2|TRXR1_MOUSE",8,7,9,10,10,"Q9JMH6"
"TSN_MOUSE","Tsn","Translin OS=Mus musculus OX=10090 GN=Tsn PE=1 SV=1","TSN_MOUSE",6,4,4,4,5,"Q62348"
"TSP2_MOUSE","Thbs2","Thrombospondin-2 OS=Mus musculus OX=10090 GN=Thbs2 PE=1 SV=2","TSP2_MOUSE",24,23,16,28,21,"Q03350"
"TTHY_MOUSE","Ttr","Transthyretin OS=Mus musculus OX=10090 GN=Ttr PE=1 SV=1","TTHY_MOUSE",5,2,3,5,6,"P07309"
"TTL12_MOUSE","Ttll12","Tubulin--tyrosine ligase-like protein 12 OS=Mus musculus OX=10090 GN=Ttll12 PE=1 SV=1","TTL12_MOUSE",2,2,0,2,3,"Q3UDE2"
"TWF1_MOUSE","Twf1","Twinfilin-1 OS=Mus musculus OX=10090 GN=Twf1 PE=1 SV=2","TWF1_MOUSE",6,4,0,4,6,"Q91YR1"
"TXD12_MOUSE","Txndc12","Thioredoxin domain-containing protein 12 OS=Mus musculus OX=10090 GN=Txndc12 PE=1 SV=1","TXD12_MOUSE",4,2,2,2,3,"Q9CQU0"
"TXD17_MOUSE","Txndc17","Thioredoxin domain-containing protein 17 OS=Mus musculus OX=10090 GN=Txndc17 PE=1 SV=1","TXD17_MOUSE",3,3,3,4,3,"Q9CQM5"
"TXNL1_MOUSE","Txnl1","Thioredoxin-like protein 1 OS=Mus musculus OX=10090 GN=Txnl1 PE=1 SV=3","TXNL1_MOUSE",7,6,8,7,9,"Q8CDN6"
"UAP1L_MOUSE","Uap1l1","UDP-N-acetylhexosamine pyrophosphorylase-like protein 1 OS=Mus musculus OX=10090 GN=Uap1l1 PE=1 SV=1","sp|Q3TW96|UAP1L_MOUSE",7,3,3,6,8,"Q3TW96"
"UB2L3_MOUSE","Ube2l3","Ubiquitin-conjugating enzyme E2 L3 OS=Mus musculus OX=10090 GN=Ube2l3 PE=1 SV=1","UB2L3_MOUSE",4,4,4,4,3,"P68037"
"UBA1_MOUSE","Uba1","Ubiquitin-like modifier-activating enzyme 1 OS=Mus musculus OX=10090 GN=Uba1 PE=1 SV=1","UBA1_MOUSE",22,16,11,20,19,"Q02053"
"UBC9_MOUSE","Ube2i","SUMO-conjugating enzyme UBC9 OS=Mus musculus OX=10090 GN=Ube2i PE=1 SV=1","UBC9_MOUSE",4,3,2,5,5,"P63280"
"UBE2K_MOUSE","Ube2k","Ubiquitin-conjugating enzyme E2 K OS=Mus musculus OX=10090 GN=Ube2k PE=1 SV=3","UBE2K_MOUSE",4,4,2,5,3,"P61087"
"UBE2N_MOUSE","Ube2n","Ubiquitin-conjugating enzyme E2 N OS=Mus musculus OX=10090 GN=Ube2n PE=1 SV=1","UBE2N_MOUSE",6,4,2,6,6,"P61089"
"UCHL1_MOUSE","Uchl1","Ubiquitin carboxyl-terminal hydrolase isozyme L1 OS=Mus musculus OX=10090 GN=Uchl1 PE=1 SV=1","UCHL1_MOUSE",4,4,5,5,7,"Q9R0P9"
"UCHL3_MOUSE","Uchl3","Ubiquitin carboxyl-terminal hydrolase isozyme L3 OS=Mus musculus OX=10090 GN=Uchl3 PE=1 SV=2","UCHL3_MOUSE",5,4,4,5,7,"Q9JKB1"
"UGDH_MOUSE","Ugdh","UDP-glucose 6-dehydrogenase OS=Mus musculus OX=10090 GN=Ugdh PE=1 SV=1","UGDH_MOUSE",4,3,0,3,3,"O70475"
"UGGG1_MOUSE","Uggt1","UDP-glucose:glycoprotein glucosyltransferase 1 OS=Mus musculus OX=10090 GN=Uggt1 PE=1 SV=4","UGGG1_MOUSE",23,23,9,25,22,"Q6P5E4"
"UGPA_MOUSE","Ugp2","UTP--glucose-1-phosphate uridylyltransferase OS=Mus musculus OX=10090 GN=Ugp2 PE=1 SV=3","sp|Q91ZJ5|UGPA_MOUSE",15,13,11,12,12,"Q91ZJ5"
"UROK_MOUSE","Plau","Urokinase-type plasminogen activator OS=Mus musculus OX=10090 GN=Plau PE=1 SV=1","UROK_MOUSE",5,8,2,6,4,"P06869"
"USO1_MOUSE","Uso1","General vesicular transport factor p115 OS=Mus musculus OX=10090 GN=Uso1 PE=1 SV=2","sp|Q9Z1Z0|USO1_MOUSE",4,6,0,5,4,"Q9Z1Z0"
"VASN_MOUSE","Vasn","Vasorin OS=Mus musculus OX=10090 GN=Vasn PE=2 SV=2","VASN_MOUSE",3,2,0,3,3,"Q9CZT5"
"VAT1_MOUSE","Vat1","Synaptic vesicle membrane protein VAT-1 homolog OS=Mus musculus OX=10090 GN=Vat1 PE=1 SV=3","VAT1_MOUSE",11,8,7,11,12,"Q62465"
"VATA_MOUSE","Atp6v1a","V-type proton ATPase catalytic subunit A OS=Mus musculus OX=10090 GN=Atp6v1a PE=1 SV=2","sp|P50516|VATA_MOUSE",14,11,6,13,13,"P50516"
"VATB2_MOUSE","Atp6v1b2","V-type proton ATPase subunit B, brain isoform OS=Mus musculus OX=10090 GN=Atp6v1b2 PE=1 SV=1","VATB2_MOUSE",6,5,2,8,7,"P62814"
"VATE1_MOUSE","Atp6v1e1","V-type proton ATPase subunit E 1 OS=Mus musculus OX=10090 GN=Atp6v1e1 PE=1 SV=2","VATE1_MOUSE",4,3,3,2,3,"P50518"
"VIME_MOUSE","Vim","Vimentin OS=Mus musculus OX=10090 GN=Vim PE=1 SV=3","VIME_MOUSE",29,24,22,27,25,"P20152"
"VINC_MOUSE","Vcl","Vinculin OS=Mus musculus OX=10090 GN=Vcl PE=1 SV=4","VINC_MOUSE",53,49,36,49,52,"Q64727"
"VMA5A_MOUSE","Vwa5a","von Willebrand factor A domain-containing protein 5A OS=Mus musculus OX=10090 GN=Vwa5a PE=1 SV=2","VMA5A_MOUSE",9,5,4,6,7,"Q99KC8"
"VP26A_MOUSE","Vps26a","Isoform 2 of Vacuolar protein sorting-associated protein 26A OS=Mus musculus OX=10090 GN=Vps26a","sp|P40336-2|VP26A_MOUSE (+1)",9,4,5,8,8,"P40336"
"VPS35_MOUSE","Vps35","Vacuolar protein sorting-associated protein 35 OS=Mus musculus OX=10090 GN=Vps35 PE=1 SV=1","VPS35_MOUSE",9,9,7,15,10,"Q9EQH3"
"WDR1_MOUSE","Wdr1","WD repeat-containing protein 1 OS=Mus musculus OX=10090 GN=Wdr1 PE=1 SV=3","WDR1_MOUSE",27,20,21,24,25,"O88342"
"XDH_MOUSE","Xdh","Xanthine dehydrogenase/oxidase OS=Mus musculus OX=10090 GN=Xdh PE=1 SV=5","XDH_MOUSE",17,14,11,16,15,"Q00519"
"XPO1_MOUSE","Xpo1","Exportin-1 OS=Mus musculus OX=10090 GN=Xpo1 PE=1 SV=1","XPO1_MOUSE",9,5,0,12,9,"Q6P5F9"
"XPO2_MOUSE","Cse1l","Exportin-2 OS=Mus musculus OX=10090 GN=Cse1l PE=1 SV=1","XPO2_MOUSE",8,5,0,6,7,"Q9ERK4"
"YBOX1_MOUSE","Ybx1","Nuclease-sensitive element-binding protein 1 OS=Mus musculus OX=10090 GN=Ybx1 PE=1 SV=3","YBOX1_MOUSE",7,5,3,7,7,"P62960"
"YKT6_MOUSE","Ykt6","Synaptobrevin homolog YKT6 OS=Mus musculus OX=10090 GN=Ykt6 PE=1 SV=1","YKT6_MOUSE",3,2,0,4,7,"Q9CQW1"
